instance,variant,ants,iters,alpha,beta,rho,w,q0,xi,rep,best_value,best_weight,feasible,elapsed_ms
p02,ACS,50,600,1,2,0.3,0,0.9,0.1,2,51,26,1,20
p02,ACS,50,600,1,2,0.3,0,0.9,0.1,3,51,26,1,20
p02,ACS,50,600,1,2,0.3,0,0.95,0.1,1,51,26,1,20
p02,ACS,50,600,1,2,0.3,0,0.95,0.1,2,51,26,1,20
p02,ACS,50,600,1,2,0.3,0,0.95,0.1,3,51,26,1,20
p02,ACS,50,600,1,3,0.1,0,0.9,0.1,1,51,26,1,20
p02,ACS,50,600,1,3,0.1,0,0.9,0.1,2,51,26,1,20
p02,ACS,50,600,1,3,0.1,0,0.9,0.1,3,51,26,1,22
p02,ACS,50,600,1,3,0.1,0,0.95,0.1,1,51,26,1,26
p02,ACS,50,600,1,3,0.1,0,0.95,0.1,2,51,26,1,25
p02,ACS,50,600,1,3,0.1,0,0.95,0.1,3,51,26,1,22
p02,ACS,50,600,1,3,0.3,0,0.9,0.1,1,51,26,1,22
p02,ACS,50,600,1,3,0.3,0,0.9,0.1,2,51,26,1,22
p02,ACS,50,600,1,3,0.3,0,0.9,0.1,3,51,26,1,22
p02,ACS,50,600,1,3,0.3,0,0.95,0.1,1,51,26,1,26
p02,ACS,50,600,1,3,0.3,0,0.95,0.1,2,51,26,1,22
p02,ACS,50,600,1,3,0.3,0,0.95,0.1,3,51,26,1,23
p02,ACS,50,600,1,4,0.1,0,0.9,0.1,1,51,26,1,20
p02,ACS,50,600,1,4,0.1,0,0.9,0.1,2,51,26,1,20
p02,ACS,50,600,1,4,0.1,0,0.9,0.1,3,51,26,1,22
p02,ACS,50,600,1,4,0.1,0,0.95,0.1,1,51,26,1,29
p02,ACS,50,600,1,4,0.1,0,0.95,0.1,2,51,26,1,23
p02,ACS,50,600,1,4,0.1,0,0.95,0.1,3,51,26,1,19
p02,ACS,50,600,1,4,0.3,0,0.9,0.1,1,51,26,1,20
p02,ACS,50,600,1,4,0.3,0,0.9,0.1,2,51,26,1,21
p02,ACS,50,600,1,4,0.3,0,0.9,0.1,3,51,26,1,26
p02,ACS,50,600,1,4,0.3,0,0.95,0.1,1,51,26,1,24
p02,ACS,50,600,1,4,0.3,0,0.95,0.1,2,51,26,1,23
p02,ACS,50,600,1,4,0.3,0,0.95,0.1,3,51,26,1,21
p02,ACS,100,300,1,2,0.1,0,0.9,0.1,1,51,26,1,18
p02,ACS,100,300,1,2,0.1,0,0.9,0.1,2,51,26,1,20
p02,ACS,100,300,1,2,0.1,0,0.9,0.1,3,51,26,1,19
p02,ACS,100,300,1,2,0.1,0,0.95,0.1,1,51,26,1,20
p02,ACS,100,300,1,2,0.1,0,0.95,0.1,2,51,26,1,21
p02,ACS,100,300,1,2,0.1,0,0.95,0.1,3,51,26,1,23
p02,ACS,100,300,1,2,0.3,0,0.9,0.1,1,51,26,1,21
p02,ACS,100,300,1,2,0.3,0,0.9,0.1,2,51,26,1,20
p02,ACS,100,300,1,2,0.3,0,0.9,0.1,3,51,26,1,20
p02,ACS,100,300,1,2,0.3,0,0.95,0.1,1,51,26,1,20
p02,ACS,100,300,1,2,0.3,0,0.95,0.1,2,51,26,1,22
p02,ACS,100,300,1,2,0.3,0,0.95,0.1,3,51,26,1,20
p02,ACS,100,300,1,3,0.1,0,0.9,0.1,1,51,26,1,18
p02,ACS,100,300,1,3,0.1,0,0.9,0.1,2,51,26,1,18
p02,ACS,100,300,1,3,0.1,0,0.9,0.1,3,51,26,1,22
p02,ACS,100,300,1,3,0.1,0,0.95,0.1,1,51,26,1,21
p02,ACS,100,300,1,3,0.1,0,0.95,0.1,2,51,26,1,18
p02,ACS,100,300,1,3,0.1,0,0.95,0.1,3,51,26,1,18
p02,ACS,100,300,1,3,0.3,0,0.9,0.1,1,51,26,1,20
p02,ACS,100,300,1,3,0.3,0,0.9,0.1,2,51,26,1,20
p02,ACS,100,300,1,3,0.3,0,0.9,0.1,3,51,26,1,20
p02,ACS,100,300,1,3,0.3,0,0.95,0.1,1,51,26,1,20
p02,ACS,100,300,1,3,0.3,0,0.95,0.1,2,51,26,1,20
p02,ACS,100,300,1,3,0.3,0,0.95,0.1,3,51,26,1,20
p02,ACS,100,300,1,4,0.1,0,0.9,0.1,1,51,26,1,18
p02,ACS,100,300,1,4,0.1,0,0.9,0.1,2,51,26,1,19
p02,ACS,100,300,1,4,0.1,0,0.9,0.1,3,51,26,1,20
p02,ACS,100,300,1,4,0.1,0,0.95,0.1,1,51,26,1,20
p02,ACS,100,300,1,4,0.1,0,0.95,0.1,2,51,26,1,18
p02,ACS,100,300,1,4,0.1,0,0.95,0.1,3,51,26,1,18
p02,ACS,100,300,1,4,0.3,0,0.9,0.1,1,51,26,1,22
p02,ACS,100,300,1,4,0.3,0,0.9,0.1,2,51,26,1,21
p02,ACS,100,300,1,4,0.3,0,0.9,0.1,3,51,26,1,21
p02,ACS,100,300,1,4,0.3,0,0.95,0.1,1,51,26,1,21
p02,ACS,100,300,1,4,0.3,0,0.95,0.1,2,51,26,1,22
p02,ACS,100,300,1,4,0.3,0,0.95,0.1,3,51,26,1,21
p02,ACS,100,600,1,2,0.1,0,0.9,0.1,1,51,26,1,39
p02,ACS,100,600,1,2,0.1,0,0.9,0.1,2,51,26,1,40
p02,ACS,100,600,1,2,0.1,0,0.9,0.1,3,51,26,1,39
p02,ACS,100,600,1,2,0.1,0,0.95,0.1,1,51,26,1,58
p02,ACS,100,600,1,2,0.1,0,0.95,0.1,2,51,26,1,43
p02,ACS,100,600,1,2,0.1,0,0.95,0.1,3,51,26,1,41
p02,ACS,100,600,1,2,0.3,0,0.9,0.1,1,51,26,1,44
p02,ACS,100,600,1,2,0.3,0,0.9,0.1,2,51,26,1,51
p02,ACS,100,600,1,2,0.3,0,0.9,0.1,3,51,26,1,45
p02,ACS,100,600,1,2,0.3,0,0.95,0.1,1,51,26,1,43
p02,ACS,100,600,1,2,0.3,0,0.95,0.1,2,51,26,1,47
p02,ACS,100,600,1,2,0.3,0,0.95,0.1,3,51,26,1,45
p02,ACS,100,600,1,3,0.1,0,0.9,0.1,1,51,26,1,40
p02,ACS,100,600,1,3,0.1,0,0.9,0.1,2,51,26,1,45
p02,ACS,100,600,1,3,0.1,0,0.9,0.1,3,51,26,1,39
p02,ACS,100,600,1,3,0.1,0,0.95,0.1,1,51,26,1,36
p02,ACS,100,600,1,3,0.1,0,0.95,0.1,2,51,26,1,36
p02,ACS,100,600,1,3,0.1,0,0.95,0.1,3,51,26,1,39
p02,ACS,100,600,1,3,0.3,0,0.9,0.1,1,51,26,1,54
p02,ACS,100,600,1,3,0.3,0,0.9,0.1,2,51,26,1,61
p02,ACS,100,600,1,3,0.3,0,0.9,0.1,3,51,26,1,43
p02,ACS,100,600,1,3,0.3,0,0.95,0.1,1,51,26,1,38
p02,ACS,100,600,1,3,0.3,0,0.95,0.1,2,51,26,1,43
p02,ACS,100,600,1,3,0.3,0,0.95,0.1,3,51,26,1,44
p02,ACS,100,600,1,4,0.1,0,0.9,0.1,1,51,26,1,39
p02,ACS,100,600,1,4,0.1,0,0.9,0.1,2,51,26,1,41
p02,ACS,100,600,1,4,0.1,0,0.9,0.1,3,51,26,1,37
p02,ACS,100,600,1,4,0.1,0,0.95,0.1,1,51,26,1,46
p02,ACS,100,600,1,4,0.1,0,0.95,0.1,2,51,26,1,40
p02,ACS,100,600,1,4,0.1,0,0.95,0.1,3,51,26,1,40
p02,ACS,100,600,1,4,0.3,0,0.9,0.1,1,51,26,1,42
p02,ACS,100,600,1,4,0.3,0,0.9,0.1,2,51,26,1,49
p02,ACS,100,600,1,4,0.3,0,0.9,0.1,3,51,26,1,46
p02,ACS,100,600,1,4,0.3,0,0.95,0.1,1,51,26,1,40
p02,ACS,100,600,1,4,0.3,0,0.95,0.1,2,51,26,1,40
p02,ACS,100,600,1,4,0.3,0,0.95,0.1,3,51,26,1,41
p03,AS,50,300,1,2,0.1,0,0,0,1,150,190,1,14
p03,AS,50,300,1,2,0.1,0,0,0,2,150,190,1,15
p03,AS,50,300,1,2,0.1,0,0,0,3,150,190,1,16
p03,AS,50,300,1,2,0.3,0,0,0,1,150,190,1,15
p03,AS,50,300,1,2,0.3,0,0,0,2,150,190,1,15
p03,AS,50,300,1,2,0.3,0,0,0,3,150,190,1,14
p03,AS,50,300,1,3,0.1,0,0,0,1,150,190,1,14
p03,AS,50,300,1,3,0.1,0,0,0,2,150,190,1,14
p03,AS,50,300,1,3,0.1,0,0,0,3,150,190,1,15
p03,AS,50,300,1,3,0.3,0,0,0,1,150,190,1,14
p03,AS,50,300,1,3,0.3,0,0,0,2,150,190,1,14
p03,AS,50,300,1,3,0.3,0,0,0,3,150,190,1,16
p03,AS,50,300,1,4,0.1,0,0,0,1,150,190,1,16
p03,AS,50,300,1,4,0.1,0,0,0,2,150,190,1,15
p03,AS,50,300,1,4,0.1,0,0,0,3,150,190,1,14
p03,AS,50,300,1,4,0.3,0,0,0,1,150,190,1,15
p03,AS,50,300,1,4,0.3,0,0,0,2,150,190,1,15
p03,AS,50,300,1,4,0.3,0,0,0,3,150,190,1,15
p03,AS,50,600,1,2,0.1,0,0,0,1,150,190,1,29
p03,AS,50,600,1,2,0.1,0,0,0,2,150,190,1,31
p03,AS,50,600,1,2,0.1,0,0,0,3,150,190,1,32
p03,AS,50,600,1,2,0.3,0,0,0,1,150,190,1,28
p03,AS,50,600,1,2,0.3,0,0,0,2,150,190,1,31
p03,AS,50,600,1,2,0.3,0,0,0,3,150,190,1,30
p03,AS,50,600,1,3,0.1,0,0,0,1,150,190,1,30
p03,AS,50,600,1,3,0.1,0,0,0,2,150,190,1,29
p03,AS,50,600,1,3,0.1,0,0,0,3,150,190,1,31
p03,AS,50,600,1,3,0.3,0,0,0,1,150,190,1,31
p03,AS,50,600,1,3,0.3,0,0,0,2,150,190,1,32
p03,AS,50,600,1,3,0.3,0,0,0,3,150,190,1,36
p03,AS,50,600,1,4,0.1,0,0,0,1,150,190,1,42
p03,AS,50,600,1,4,0.1,0,0,0,2,150,190,1,44
p03,AS,50,600,1,4,0.1,0,0,0,3,150,190,1,27
p03,AS,50,600,1,4,0.3,0,0,0,1,150,190,1,29
p03,AS,50,600,1,4,0.3,0,0,0,2,150,190,1,35
p03,AS,50,600,1,4,0.3,0,0,0,3,150,190,1,29
p03,AS,100,300,1,2,0.1,0,0,0,1,150,190,1,27
p03,AS,100,300,1,2,0.1,0,0,0,2,150,190,1,27
p03,AS,100,300,1,2,0.1,0,0,0,3,150,190,1,33
p03,AS,100,300,1,2,0.3,0,0,0,1,150,190,1,37
p03,AS,100,300,1,2,0.3,0,0,0,2,150,190,1,28
p03,AS,100,300,1,2,0.3,0,0,0,3,150,190,1,30
p03,AS,100,300,1,3,0.1,0,0,0,1,150,190,1,28
p03,AS,100,300,1,3,0.1,0,0,0,2,150,190,1,27
p03,AS,100,300,1,3,0.1,0,0,0,3,150,190,1,30
p03,AS,100,300,1,3,0.3,0,0,0,1,150,190,1,34
p03,AS,100,300,1,3,0.3,0,0,0,2,150,190,1,28
p03,AS,100,300,1,3,0.3,0,0,0,3,150,190,1,27
p03,AS,100,300,1,4,0.1,0,0,0,1,150,190,1,31
p03,AS,100,300,1,4,0.1,0,0,0,2,150,190,1,28
p03,AS,100,300,1,4,0.1,0,0,0,3,150,190,1,27
p03,AS,100,300,1,4,0.3,0,0,0,1,150,190,1,28
p03,AS,100,300,1,4,0.3,0,0,0,2,150,190,1,30
p03,AS,100,300,1,4,0.3,0,0,0,3,150,190,1,32
p03,AS,100,600,1,2,0.1,0,0,0,1,150,190,1,57
p03,AS,100,600,1,2,0.1,0,0,0,2,150,190,1,54
p03,AS,100,600,1,2,0.1,0,0,0,3,150,190,1,54
p03,AS,100,600,1,2,0.3,0,0,0,1,150,190,1,53
p03,AS,100,600,1,2,0.3,0,0,0,2,150,190,1,53
p03,AS,100,600,1,2,0.3,0,0,0,3,150,190,1,53
p03,AS,100,600,1,3,0.1,0,0,0,1,150,190,1,58
p03,AS,100,600,1,3,0.1,0,0,0,2,150,190,1,53
p03,AS,100,600,1,3,0.1,0,0,0,3,150,190,1,57
p03,AS,100,600,1,3,0.3,0,0,0,1,150,190,1,56
p03,AS,100,600,1,3,0.3,0,0,0,2,150,190,1,52
p03,AS,100,600,1,3,0.3,0,0,0,3,150,190,1,59
p03,AS,100,600,1,4,0.1,0,0,0,1,150,190,1,53
p03,AS,100,600,1,4,0.1,0,0,0,2,150,190,1,53
p03,AS,100,600,1,4,0.1,0,0,0,3,150,190,1,58
p03,AS,100,600,1,4,0.3,0,0,0,1,150,190,1,57
p03,AS,100,600,1,4,0.3,0,0,0,2,150,190,1,107
p03,AS,100,600,1,4,0.3,0,0,0,3,150,190,1,55
p03,ASRank,50,300,1,2,0.1,5,0,0,1,150,190,1,14
p03,ASRank,50,300,1,2,0.1,5,0,0,2,150,190,1,15
p03,ASRank,50,300,1,2,0.1,5,0,0,3,150,190,1,14
p03,ASRank,50,300,1,2,0.1,10,0,0,1,150,190,1,13
p03,ASRank,50,300,1,2,0.1,10,0,0,2,150,190,1,13
p03,ASRank,50,300,1,2,0.1,10,0,0,3,150,190,1,13
p03,ASRank,50,300,1,2,0.3,5,0,0,1,150,190,1,13
p03,ASRank,50,300,1,2,0.3,5,0,0,2,150,190,1,13
p03,ASRank,50,300,1,2,0.3,5,0,0,3,150,190,1,15
p03,ASRank,50,300,1,2,0.3,10,0,0,1,150,190,1,17
p03,ASRank,50,300,1,2,0.3,10,0,0,2,150,190,1,14
p03,ASRank,50,300,1,2,0.3,10,0,0,3,150,190,1,13
p03,ASRank,50,300,1,3,0.1,5,0,0,1,150,190,1,13
p03,ASRank,50,300,1,3,0.1,5,0,0,2,150,190,1,13
p03,ASRank,50,300,1,3,0.1,5,0,0,3,150,190,1,13
p03,ASRank,50,300,1,3,0.1,10,0,0,1,150,190,1,13
p03,ASRank,50,300,1,3,0.1,10,0,0,2,150,190,1,13
p03,ASRank,50,300,1,3,0.1,10,0,0,3,150,190,1,13
p03,ASRank,50,300,1,3,0.3,5,0,0,1,150,190,1,13
p03,ASRank,50,300,1,3,0.3,5,0,0,2,150,190,1,13
p03,ASRank,50,300,1,3,0.3,5,0,0,3,150,190,1,13
p03,ASRank,50,300,1,3,0.3,10,0,0,1,150,190,1,13
p03,ASRank,50,300,1,3,0.3,10,0,0,2,150,190,1,14
p03,ASRank,50,300,1,3,0.3,10,0,0,3,150,190,1,14
p03,ASRank,50,300,1,4,0.1,5,0,0,1,150,190,1,13
p03,ASRank,50,300,1,4,0.1,5,0,0,2,150,190,1,14
p03,ASRank,50,300,1,4,0.1,5,0,0,3,150,190,1,13
p03,ASRank,50,300,1,4,0.1,10,0,0,1,150,190,1,13
p03,ASRank,50,300,1,4,0.1,10,0,0,2,150,190,1,13
p03,ASRank,50,300,1,4,0.1,10,0,0,3,150,190,1,14
p03,ASRank,50,300,1,4,0.3,5,0,0,1,150,190,1,22
p03,ASRank,50,300,1,4,0.3,5,0,0,2,150,190,1,26
p03,ASRank,50,300,1,4,0.3,5,0,0,3,150,190,1,16
p03,ASRank,50,300,1,4,0.3,10,0,0,1,150,190,1,15
p03,ASRank,50,300,1,4,0.3,10,0,0,2,150,190,1,15
p03,ASRank,50,300,1,4,0.3,10,0,0,3,150,190,1,15
p03,ASRank,50,600,1,2,0.1,5,0,0,1,150,190,1,28
p03,ASRank,50,600,1,2,0.1,5,0,0,2,150,190,1,30
p03,ASRank,50,600,1,2,0.1,5,0,0,3,150,190,1,30
p03,ASRank,50,600,1,2,0.1,10,0,0,1,150,190,1,29
p03,ASRank,50,600,1,2,0.1,10,0,0,2,150,190,1,28
p03,ASRank,50,600,1,2,0.1,10,0,0,3,150,190,1,29
p03,ASRank,50,600,1,2,0.3,5,0,0,1,150,190,1,29
p03,ASRank,50,600,1,2,0.3,5,0,0,2,150,190,1,28
p03,ASRank,50,600,1,2,0.3,5,0,0,3,150,190,1,28
p03,ASRank,50,600,1,2,0.3,10,0,0,1,150,190,1,28
p03,ASRank,50,600,1,2,0.3,10,0,0,2,150,190,1,37
p03,ASRank,50,600,1,2,0.3,10,0,0,3,150,190,1,28
p03,ASRank,50,600,1,3,0.1,5,0,0,1,150,190,1,29
p03,ASRank,50,600,1,3,0.1,5,0,0,2,150,190,1,29
p03,ASRank,50,600,1,3,0.1,5,0,0,3,150,190,1,30
p03,ASRank,50,600,1,3,0.1,10,0,0,1,150,190,1,28
p03,ASRank,50,600,1,3,0.1,10,0,0,2,150,190,1,29
p03,ASRank,50,600,1,3,0.1,10,0,0,3,150,190,1,28
p03,ASRank,50,600,1,3,0.3,5,0,0,1,150,190,1,33
p03,ASRank,50,600,1,3,0.3,5,0,0,2,150,190,1,38
p03,ASRank,50,600,1,3,0.3,5,0,0,3,150,190,1,35
p03,ASRank,50,600,1,3,0.3,10,0,0,1,150,190,1,30
p03,ASRank,50,600,1,3,0.3,10,0,0,2,150,190,1,29
p03,ASRank,50,600,1,3,0.3,10,0,0,3,150,190,1,27
p03,ASRank,50,600,1,4,0.1,5,0,0,1,150,190,1,31
p03,ASRank,50,600,1,4,0.1,5,0,0,2,150,190,1,37
p03,ASRank,50,600,1,4,0.1,5,0,0,3,150,190,1,41
p03,ASRank,50,600,1,4,0.1,10,0,0,1,150,190,1,26
p03,ASRank,50,600,1,4,0.1,10,0,0,2,150,190,1,26
p03,ASRank,50,600,1,4,0.1,10,0,0,3,150,190,1,26
p03,ASRank,50,600,1,4,0.3,5,0,0,1,150,190,1,26
p03,ASRank,50,600,1,4,0.3,5,0,0,2,150,190,1,26
p03,ASRank,50,600,1,4,0.3,5,0,0,3,150,190,1,26
p03,ASRank,50,600,1,4,0.3,10,0,0,1,150,190,1,28
p03,ASRank,50,600,1,4,0.3,10,0,0,2,150,190,1,27
p03,ASRank,50,600,1,4,0.3,10,0,0,3,150,190,1,27
p03,ASRank,100,300,1,2,0.1,5,0,0,1,150,190,1,26
p03,ASRank,100,300,1,2,0.1,5,0,0,2,150,190,1,26
p03,ASRank,100,300,1,2,0.1,5,0,0,3,150,190,1,26
p03,ASRank,100,300,1,2,0.1,10,0,0,1,150,190,1,28
p03,ASRank,100,300,1,2,0.1,10,0,0,2,150,190,1,26
p03,ASRank,100,300,1,2,0.1,10,0,0,3,150,190,1,33
p03,ASRank,100,300,1,2,0.3,5,0,0,1,150,190,1,29
p03,ASRank,100,300,1,2,0.3,5,0,0,2,150,190,1,26
p03,ASRank,100,300,1,2,0.3,5,0,0,3,150,190,1,26
p03,ASRank,100,300,1,2,0.3,10,0,0,1,150,190,1,29
p03,ASRank,100,300,1,2,0.3,10,0,0,2,150,190,1,41
p03,ASRank,100,300,1,2,0.3,10,0,0,3,150,190,1,30
p03,ASRank,100,300,1,3,0.1,5,0,0,1,150,190,1,30
p03,ASRank,100,300,1,3,0.1,5,0,0,2,150,190,1,31
p03,ASRank,100,300,1,3,0.1,5,0,0,3,150,190,1,27
p03,ASRank,100,300,1,3,0.1,10,0,0,1,150,190,1,27
p03,ASRank,100,300,1,3,0.1,10,0,0,2,150,190,1,30
p03,ASRank,100,300,1,3,0.1,10,0,0,3,150,190,1,31
p03,ASRank,100,300,1,3,0.3,5,0,0,1,150,190,1,28
p03,ASRank,100,300,1,3,0.3,5,0,0,2,150,190,1,28
p03,ASRank,100,300,1,3,0.3,5,0,0,3,150,190,1,26
p03,ASRank,100,300,1,3,0.3,10,0,0,1,150,190,1,29
p03,ASRank,100,300,1,3,0.3,10,0,0,2,150,190,1,32
p03,ASRank,100,300,1,3,0.3,10,0,0,3,150,190,1,27
p03,ASRank,100,300,1,4,0.1,5,0,0,1,150,190,1,30
p03,ASRank,100,300,1,4,0.1,5,0,0,2,150,190,1,32
p03,ASRank,100,300,1,4,0.1,5,0,0,3,150,190,1,27
p03,ASRank,100,300,1,4,0.1,10,0,0,1,150,190,1,29
p03,ASRank,100,300,1,4,0.1,10,0,0,2,150,190,1,30
p03,ASRank,100,300,1,4,0.1,10,0,0,3,150,190,1,31
p03,ASRank,100,300,1,4,0.3,5,0,0,1,150,190,1,29
p03,ASRank,100,300,1,4,0.3,5,0,0,2,150,190,1,29
p03,ASRank,100,300,1,4,0.3,5,0,0,3,150,190,1,29
p03,ASRank,100,300,1,4,0.3,10,0,0,1,150,190,1,31
p03,ASRank,100,300,1,4,0.3,10,0,0,2,150,190,1,29
p03,ASRank,100,300,1,4,0.3,10,0,0,3,150,190,1,28
p03,ASRank,100,600,1,2,0.1,5,0,0,1,150,190,1,57
p03,ASRank,100,600,1,2,0.1,5,0,0,2,150,190,1,61
p03,ASRank,100,600,1,2,0.1,5,0,0,3,150,190,1,60
p03,ASRank,100,600,1,2,0.1,10,0,0,1,150,190,1,60
p03,ASRank,100,600,1,2,0.1,10,0,0,2,150,190,1,61
p03,ASRank,100,600,1,2,0.1,10,0,0,3,150,190,1,63
p03,ASRank,100,600,1,2,0.3,5,0,0,1,150,190,1,62
p03,ASRank,100,600,1,2,0.3,5,0,0,2,150,190,1,56
p03,ASRank,100,600,1,2,0.3,5,0,0,3,150,190,1,55
p03,ASRank,100,600,1,2,0.3,10,0,0,1,150,190,1,62
p03,ASRank,100,600,1,2,0.3,10,0,0,2,150,190,1,65
p03,ASRank,100,600,1,2,0.3,10,0,0,3,150,190,1,62
p03,ASRank,100,600,1,3,0.1,5,0,0,1,150,190,1,57
p03,ASRank,100,600,1,3,0.1,5,0,0,2,150,190,1,61
p03,ASRank,100,600,1,3,0.1,5,0,0,3,150,190,1,52
p03,ASRank,100,600,1,3,0.1,10,0,0,1,150,190,1,63
p03,ASRank,100,600,1,3,0.1,10,0,0,2,150,190,1,52
p03,ASRank,100,600,1,3,0.1,10,0,0,3,150,190,1,54
p03,ASRank,100,600,1,3,0.3,5,0,0,1,150,190,1,55
p03,ASRank,100,600,1,3,0.3,5,0,0,2,150,190,1,57
p03,ASRank,100,600,1,3,0.3,5,0,0,3,150,190,1,61
p03,ASRank,100,600,1,3,0.3,10,0,0,1,150,190,1,70
p03,ASRank,100,600,1,3,0.3,10,0,0,2,150,190,1,64
p03,ASRank,100,600,1,3,0.3,10,0,0,3,150,190,1,63
p03,ASRank,100,600,1,4,0.1,5,0,0,1,150,190,1,67
p03,ASRank,100,600,1,4,0.1,5,0,0,2,150,190,1,64
p03,ASRank,100,600,1,4,0.1,5,0,0,3,150,190,1,66
p03,ASRank,100,600,1,4,0.1,10,0,0,1,150,190,1,65
p03,ASRank,100,600,1,4,0.1,10,0,0,2,150,190,1,62
p03,ASRank,100,600,1,4,0.1,10,0,0,3,150,190,1,65
p03,ASRank,100,600,1,4,0.3,5,0,0,1,150,190,1,60
p03,ASRank,100,600,1,4,0.3,5,0,0,2,150,190,1,63
p03,ASRank,100,600,1,4,0.3,5,0,0,3,150,190,1,58
p03,ASRank,100,600,1,4,0.3,10,0,0,1,150,190,1,57
p03,ASRank,100,600,1,4,0.3,10,0,0,2,150,190,1,57
p03,ASRank,100,600,1,4,0.3,10,0,0,3,150,190,1,56
p03,MMAS,50,300,1,2,0.1,0,0,0,1,150,190,1,14
p03,MMAS,50,300,1,2,0.1,0,0,0,2,150,190,1,14
p03,MMAS,50,300,1,2,0.1,0,0,0,3,150,190,1,13
p03,MMAS,50,300,1,2,0.3,0,0,0,1,150,190,1,13
p03,MMAS,50,300,1,2,0.3,0,0,0,2,150,190,1,13
p03,MMAS,50,300,1,2,0.3,0,0,0,3,150,190,1,13
p03,MMAS,50,300,1,3,0.1,0,0,0,1,150,190,1,13
p03,MMAS,50,300,1,3,0.1,0,0,0,2,150,190,1,13
p03,MMAS,50,300,1,3,0.1,0,0,0,3,150,190,1,13
p03,MMAS,50,300,1,3,0.3,0,0,0,1,150,190,1,13
p03,MMAS,50,300,1,3,0.3,0,0,0,2,150,190,1,13
p03,MMAS,50,300,1,3,0.3,0,0,0,3,150,190,1,13
p03,MMAS,50,300,1,4,0.1,0,0,0,1,150,190,1,13
p03,MMAS,50,300,1,4,0.1,0,0,0,2,150,190,1,13
p03,MMAS,50,300,1,4,0.1,0,0,0,3,150,190,1,13
p03,MMAS,50,300,1,4,0.3,0,0,0,1,150,190,1,13
p03,MMAS,50,300,1,4,0.3,0,0,0,2,150,190,1,13
p03,MMAS,50,300,1,4,0.3,0,0,0,3,150,190,1,13
p03,MMAS,50,600,1,2,0.1,0,0,0,1,150,190,1,27
p03,MMAS,50,600,1,2,0.1,0,0,0,2,150,190,1,27
p03,MMAS,50,600,1,2,0.1,0,0,0,3,150,190,1,27
p03,MMAS,50,600,1,2,0.3,0,0,0,1,150,190,1,27
p03,MMAS,50,600,1,2,0.3,0,0,0,2,150,190,1,27
p03,MMAS,50,600,1,2,0.3,0,0,0,3,150,190,1,29
p03,MMAS,50,600,1,3,0.1,0,0,0,1,150,190,1,27
p03,MMAS,50,600,1,3,0.1,0,0,0,2,150,190,1,27
p03,MMAS,50,600,1,3,0.1,0,0,0,3,150,190,1,26
p03,MMAS,50,600,1,3,0.3,0,0,0,1,150,190,1,27
p03,MMAS,50,600,1,3,0.3,0,0,0,2,150,190,1,29
p03,MMAS,50,600,1,3,0.3,0,0,0,3,150,190,1,29
p03,MMAS,50,600,1,4,0.1,0,0,0,1,150,190,1,31
p03,MMAS,50,600,1,4,0.1,0,0,0,2,150,190,1,27
p03,MMAS,50,600,1,4,0.1,0,0,0,3,150,190,1,29
p03,MMAS,50,600,1,4,0.3,0,0,0,1,150,190,1,32
p03,MMAS,50,600,1,4,0.3,0,0,0,2,150,190,1,32
p03,MMAS,50,600,1,4,0.3,0,0,0,3,150,190,1,31
p03,MMAS,100,300,1,2,0.1,0,0,0,1,150,190,1,32
p03,MMAS,100,300,1,2,0.1,0,0,0,2,150,190,1,30
p03,MMAS,100,300,1,2,0.1,0,0,0,3,150,190,1,29
p03,MMAS,100,300,1,2,0.3,0,0,0,1,150,190,1,33
p03,MMAS,100,300,1,2,0.3,0,0,0,2,150,190,1,35
p03,MMAS,100,300,1,2,0.3,0,0,0,3,150,190,1,29
p03,MMAS,100,300,1,3,0.1,0,0,0,1,150,190,1,32
p03,MMAS,100,300,1,3,0.1,0,0,0,2,150,190,1,34
p03,MMAS,100,300,1,3,0.1,0,0,0,3,150,190,1,30
p03,MMAS,100,300,1,3,0.3,0,0,0,1,150,190,1,32
p03,MMAS,100,300,1,3,0.3,0,0,0,2,150,190,1,30
p03,MMAS,100,300,1,3,0.3,0,0,0,3,150,190,1,29
p03,MMAS,100,300,1,4,0.1,0,0,0,1,150,190,1,29
p03,MMAS,100,300,1,4,0.1,0,0,0,2,150,190,1,29
p03,MMAS,100,300,1,4,0.1,0,0,0,3,150,190,1,29
p03,MMAS,100,300,1,4,0.3,0,0,0,1,150,190,1,33
p03,MMAS,100,300,1,4,0.3,0,0,0,2,150,190,1,34
p03,MMAS,100,300,1,4,0.3,0,0,0,3,150,190,1,30
p03,MMAS,100,600,1,2,0.1,0,0,0,1,150,190,1,57
p03,MMAS,100,600,1,2,0.1,0,0,0,2,150,190,1,61
p03,MMAS,100,600,1,2,0.1,0,0,0,3,150,190,1,76
p03,MMAS,100,600,1,2,0.3,0,0,0,1,150,190,1,60
p03,MMAS,100,600,1,2,0.3,0,0,0,2,150,190,1,53
p03,MMAS,100,600,1,2,0.3,0,0,0,3,150,190,1,52
p03,MMAS,100,600,1,3,0.1,0,0,0,1,150,190,1,59
p03,MMAS,100,600,1,3,0.1,0,0,0,2,150,190,1,58
p03,MMAS,100,600,1,3,0.1,0,0,0,3,150,190,1,59
p03,MMAS,100,600,1,3,0.3,0,0,0,1,150,190,1,58
p03,MMAS,100,600,1,3,0.3,0,0,0,2,150,190,1,64
