instance,variant,ants,iters,alpha,beta,rho,w,q0,xi,rep,best_value,best_weight,feasible,elapsed_ms
p01,ACS,100,300,1,3,0.3,0,0.9,0.1,3,309,165,1,49
p01,ACS,100,300,1,3,0.3,0,0.95,0.1,1,309,165,1,48
p01,ACS,100,300,1,3,0.3,0,0.95,0.1,2,309,165,1,48
p01,ACS,100,300,1,3,0.3,0,0.95,0.1,3,309,165,1,49
p01,ACS,100,300,1,4,0.1,0,0.9,0.1,1,309,165,1,56
p01,ACS,100,300,1,4,0.1,0,0.9,0.1,2,309,165,1,59
p01,ACS,100,300,1,4,0.1,0,0.9,0.1,3,309,165,1,51
p01,ACS,100,300,1,4,0.1,0,0.95,0.1,1,309,165,1,50
p01,ACS,100,300,1,4,0.1,0,0.95,0.1,2,309,165,1,50
p01,ACS,100,300,1,4,0.1,0,0.95,0.1,3,309,165,1,52
p01,ACS,100,300,1,4,0.3,0,0.9,0.1,1,309,165,1,51
p01,ACS,100,300,1,4,0.3,0,0.9,0.1,2,309,165,1,52
p01,ACS,100,300,1,4,0.3,0,0.9,0.1,3,309,165,1,50
p01,ACS,100,300,1,4,0.3,0,0.95,0.1,1,309,165,1,49
p01,ACS,100,300,1,4,0.3,0,0.95,0.1,2,309,165,1,49
p01,ACS,100,300,1,4,0.3,0,0.95,0.1,3,309,165,1,49
p01,ACS,100,600,1,2,0.1,0,0.9,0.1,1,309,165,1,106
p01,ACS,100,600,1,2,0.1,0,0.9,0.1,2,309,165,1,99
p01,ACS,100,600,1,2,0.1,0,0.9,0.1,3,309,165,1,101
p01,ACS,100,600,1,2,0.1,0,0.95,0.1,1,309,165,1,95
p01,ACS,100,600,1,2,0.1,0,0.95,0.1,2,309,165,1,95
p01,ACS,100,600,1,2,0.1,0,0.95,0.1,3,309,165,1,100
p01,ACS,100,600,1,2,0.3,0,0.9,0.1,1,309,165,1,95
p01,ACS,100,600,1,2,0.3,0,0.9,0.1,2,309,165,1,133
p01,ACS,100,600,1,2,0.3,0,0.9,0.1,3,309,165,1,93
p01,ACS,100,600,1,2,0.3,0,0.95,0.1,1,309,165,1,108
p01,ACS,100,600,1,2,0.3,0,0.95,0.1,2,309,165,1,103
p01,ACS,100,600,1,2,0.3,0,0.95,0.1,3,309,165,1,105
p01,ACS,100,600,1,3,0.1,0,0.9,0.1,1,309,165,1,99
p01,ACS,100,600,1,3,0.1,0,0.9,0.1,2,309,165,1,95
p01,ACS,100,600,1,3,0.1,0,0.9,0.1,3,309,165,1,101
p01,ACS,100,600,1,3,0.1,0,0.95,0.1,1,309,165,1,100
p01,ACS,100,600,1,3,0.1,0,0.95,0.1,2,309,165,1,105
p01,ACS,100,600,1,3,0.1,0,0.95,0.1,3,309,165,1,107
p01,ACS,100,600,1,3,0.3,0,0.9,0.1,1,309,165,1,103
p01,ACS,100,600,1,3,0.3,0,0.9,0.1,2,309,165,1,104
p01,ACS,100,600,1,3,0.3,0,0.9,0.1,3,309,165,1,111
p01,ACS,100,600,1,3,0.3,0,0.95,0.1,1,309,165,1,115
p01,ACS,100,600,1,3,0.3,0,0.95,0.1,2,309,165,1,101
p01,ACS,100,600,1,3,0.3,0,0.95,0.1,3,309,165,1,96
p01,ACS,100,600,1,4,0.1,0,0.9,0.1,1,309,165,1,108
p01,ACS,100,600,1,4,0.1,0,0.9,0.1,2,309,165,1,107
p01,ACS,100,600,1,4,0.1,0,0.9,0.1,3,309,165,1,105
p01,ACS,100,600,1,4,0.1,0,0.95,0.1,1,309,165,1,108
p01,ACS,100,600,1,4,0.1,0,0.95,0.1,2,309,165,1,105
p01,ACS,100,600,1,4,0.1,0,0.95,0.1,3,309,165,1,98
p01,ACS,100,600,1,4,0.3,0,0.9,0.1,1,309,165,1,97
p01,ACS,100,600,1,4,0.3,0,0.9,0.1,2,309,165,1,97
p01,ACS,100,600,1,4,0.3,0,0.9,0.1,3,309,165,1,98
p01,ACS,100,600,1,4,0.3,0,0.95,0.1,1,309,165,1,96
p01,ACS,100,600,1,4,0.3,0,0.95,0.1,2,309,165,1,103
p01,ACS,100,600,1,4,0.3,0,0.95,0.1,3,309,165,1,96
p02,AS,50,300,1,2,0.1,0,0,0,1,51,26,1,11
p02,AS,50,300,1,2,0.1,0,0,0,2,51,26,1,11
p02,AS,50,300,1,2,0.1,0,0,0,3,51,26,1,11
p02,AS,50,300,1,2,0.3,0,0,0,1,51,26,1,10
p02,AS,50,300,1,2,0.3,0,0,0,2,51,26,1,10
p02,AS,50,300,1,2,0.3,0,0,0,3,51,26,1,11
p02,AS,50,300,1,3,0.1,0,0,0,1,51,26,1,10
p02,AS,50,300,1,3,0.1,0,0,0,2,51,26,1,10
p02,AS,50,300,1,3,0.1,0,0,0,3,51,26,1,10
p02,AS,50,300,1,3,0.3,0,0,0,1,51,26,1,10
p02,AS,50,300,1,3,0.3,0,0,0,2,51,26,1,11
p02,AS,50,300,1,3,0.3,0,0,0,3,51,26,1,12
p02,AS,50,300,1,4,0.1,0,0,0,1,51,26,1,12
p02,AS,50,300,1,4,0.1,0,0,0,2,51,26,1,10
p02,AS,50,300,1,4,0.1,0,0,0,3,51,26,1,10
p02,AS,50,300,1,4,0.3,0,0,0,1,51,26,1,10
p02,AS,50,300,1,4,0.3,0,0,0,2,51,26,1,9
p02,AS,50,300,1,4,0.3,0,0,0,3,51,26,1,11
p02,AS,50,600,1,2,0.1,0,0,0,1,51,26,1,26
p02,AS,50,600,1,2,0.1,0,0,0,2,51,26,1,26
p02,AS,50,600,1,2,0.1,0,0,0,3,51,26,1,21
p02,AS,50,600,1,2,0.3,0,0,0,1,51,26,1,22
p02,AS,50,600,1,2,0.3,0,0,0,2,51,26,1,21
p02,AS,50,600,1,2,0.3,0,0,0,3,51,26,1,19
p02,AS,50,600,1,3,0.1,0,0,0,1,51,26,1,21
p02,AS,50,600,1,3,0.1,0,0,0,2,51,26,1,23
p02,AS,50,600,1,3,0.1,0,0,0,3,51,26,1,22
p02,AS,50,600,1,3,0.3,0,0,0,1,51,26,1,24
p02,AS,50,600,1,3,0.3,0,0,0,2,51,26,1,32
p02,AS,50,600,1,3,0.3,0,0,0,3,51,26,1,30
p02,AS,50,600,1,4,0.1,0,0,0,1,51,26,1,23
p02,AS,50,600,1,4,0.1,0,0,0,2,51,26,1,22
p02,AS,50,600,1,4,0.1,0,0,0,3,51,26,1,23
p02,AS,50,600,1,4,0.3,0,0,0,1,51,26,1,24
p02,AS,50,600,1,4,0.3,0,0,0,2,51,26,1,28
p02,AS,50,600,1,4,0.3,0,0,0,3,51,26,1,28
p02,AS,100,300,1,2,0.1,0,0,0,1,51,26,1,24
p02,AS,100,300,1,2,0.1,0,0,0,2,51,26,1,23
p02,AS,100,300,1,2,0.1,0,0,0,3,51,26,1,23
p02,AS,100,300,1,2,0.3,0,0,0,1,51,26,1,24
p02,AS,100,300,1,2,0.3,0,0,0,2,51,26,1,25
p02,AS,100,300,1,2,0.3,0,0,0,3,51,26,1,21
p02,AS,100,300,1,3,0.1,0,0,0,1,51,26,1,23
p02,AS,100,300,1,3,0.1,0,0,0,2,51,26,1,23
p02,AS,100,300,1,3,0.1,0,0,0,3,51,26,1,23
p02,AS,100,300,1,3,0.3,0,0,0,1,51,26,1,22
p02,AS,100,300,1,3,0.3,0,0,0,2,51,26,1,22
p02,AS,100,300,1,3,0.3,0,0,0,3,51,26,1,22
p02,AS,100,300,1,4,0.1,0,0,0,1,51,26,1,24
p02,AS,100,300,1,4,0.1,0,0,0,2,51,26,1,22
p02,AS,100,300,1,4,0.1,0,0,0,3,51,26,1,24
p02,AS,100,300,1,4,0.3,0,0,0,1,51,26,1,24
p02,AS,100,300,1,4,0.3,0,0,0,2,51,26,1,21
p02,AS,100,300,1,4,0.3,0,0,0,3,51,26,1,21
p02,AS,100,600,1,2,0.1,0,0,0,1,51,26,1,47
p02,AS,100,600,1,2,0.1,0,0,0,2,51,26,1,47
p02,AS,100,600,1,2,0.1,0,0,0,3,51,26,1,44
p02,AS,100,600,1,2,0.3,0,0,0,1,51,26,1,47
p02,AS,100,600,1,2,0.3,0,0,0,2,51,26,1,44
p02,AS,100,600,1,2,0.3,0,0,0,3,51,26,1,44
p02,AS,100,600,1,3,0.1,0,0,0,1,51,26,1,48
p02,AS,100,600,1,3,0.1,0,0,0,2,51,26,1,48
p02,AS,100,600,1,3,0.1,0,0,0,3,51,26,1,48
p02,AS,100,600,1,3,0.3,0,0,0,1,51,26,1,44
p02,AS,100,600,1,3,0.3,0,0,0,2,51,26,1,50
p02,AS,100,600,1,3,0.3,0,0,0,3,51,26,1,45
p02,AS,100,600,1,4,0.1,0,0,0,1,51,26,1,50
p02,AS,100,600,1,4,0.1,0,0,0,2,51,26,1,49
p02,AS,100,600,1,4,0.1,0,0,0,3,51,26,1,48
p02,AS,100,600,1,4,0.3,0,0,0,1,51,26,1,44
p02,AS,100,600,1,4,0.3,0,0,0,2,51,26,1,45
p02,AS,100,600,1,4,0.3,0,0,0,3,51,26,1,49
p02,ASRank,50,300,1,2,0.1,5,0,0,1,51,26,1,12
p02,ASRank,50,300,1,2,0.1,5,0,0,2,51,26,1,12
p02,ASRank,50,300,1,2,0.1,5,0,0,3,51,26,1,11
p02,ASRank,50,300,1,2,0.1,10,0,0,1,51,26,1,11
p02,ASRank,50,300,1,2,0.1,10,0,0,2,51,26,1,12
p02,ASRank,50,300,1,2,0.1,10,0,0,3,51,26,1,12
p02,ASRank,50,300,1,2,0.3,5,0,0,1,51,26,1,11
p02,ASRank,50,300,1,2,0.3,5,0,0,2,51,26,1,12
p02,ASRank,50,300,1,2,0.3,5,0,0,3,51,26,1,12
p02,ASRank,50,300,1,2,0.3,10,0,0,1,51,26,1,12
p02,ASRank,50,300,1,2,0.3,10,0,0,2,51,26,1,11
p02,ASRank,50,300,1,2,0.3,10,0,0,3,51,26,1,12
p02,ASRank,50,300,1,3,0.1,5,0,0,1,51,26,1,11
p02,ASRank,50,300,1,3,0.1,5,0,0,2,51,26,1,12
p02,ASRank,50,300,1,3,0.1,5,0,0,3,51,26,1,13
p02,ASRank,50,300,1,3,0.1,10,0,0,1,51,26,1,11
p02,ASRank,50,300,1,3,0.1,10,0,0,2,51,26,1,11
p02,ASRank,50,300,1,3,0.1,10,0,0,3,51,26,1,12
p02,ASRank,50,300,1,3,0.3,5,0,0,1,51,26,1,12
p02,ASRank,50,300,1,3,0.3,5,0,0,2,51,26,1,11
p02,ASRank,50,300,1,3,0.3,5,0,0,3,51,26,1,12
p02,ASRank,50,300,1,3,0.3,10,0,0,1,51,26,1,12
p02,ASRank,50,300,1,3,0.3,10,0,0,2,51,26,1,12
p02,ASRank,50,300,1,3,0.3,10,0,0,3,51,26,1,12
p02,ASRank,50,300,1,4,0.1,5,0,0,1,51,26,1,12
p02,ASRank,50,300,1,4,0.1,5,0,0,2,51,26,1,12
p02,ASRank,50,300,1,4,0.1,5,0,0,3,51,26,1,12
p02,ASRank,50,300,1,4,0.1,10,0,0,1,51,26,1,12
p02,ASRank,50,300,1,4,0.1,10,0,0,2,51,26,1,12
p02,ASRank,50,300,1,4,0.1,10,0,0,3,51,26,1,12
p02,ASRank,50,300,1,4,0.3,5,0,0,1,51,26,1,12
p02,ASRank,50,300,1,4,0.3,5,0,0,2,51,26,1,12
p02,ASRank,50,300,1,4,0.3,5,0,0,3,51,26,1,12
p02,ASRank,50,300,1,4,0.3,10,0,0,1,51,26,1,12
p02,ASRank,50,300,1,4,0.3,10,0,0,2,51,26,1,12
p02,ASRank,50,300,1,4,0.3,10,0,0,3,51,26,1,12
p02,ASRank,50,600,1,2,0.1,5,0,0,1,51,26,1,24
p02,ASRank,50,600,1,2,0.1,5,0,0,2,51,26,1,25
p02,ASRank,50,600,1,2,0.1,5,0,0,3,51,26,1,31
p02,ASRank,50,600,1,2,0.1,10,0,0,1,51,26,1,24
p02,ASRank,50,600,1,2,0.1,10,0,0,2,51,26,1,24
p02,ASRank,50,600,1,2,0.1,10,0,0,3,51,26,1,24
p02,ASRank,50,600,1,2,0.3,5,0,0,1,51,26,1,25
p02,ASRank,50,600,1,2,0.3,5,0,0,2,51,26,1,24
p02,ASRank,50,600,1,2,0.3,5,0,0,3,51,26,1,24
p02,ASRank,50,600,1,2,0.3,10,0,0,1,51,26,1,24
p02,ASRank,50,600,1,2,0.3,10,0,0,2,51,26,1,27
p02,ASRank,50,600,1,2,0.3,10,0,0,3,51,26,1,24
p02,ASRank,50,600,1,3,0.1,5,0,0,1,51,26,1,25
p02,ASRank,50,600,1,3,0.1,5,0,0,2,51,26,1,25
p02,ASRank,50,600,1,3,0.1,5,0,0,3,51,26,1,27
p02,ASRank,50,600,1,3,0.1,10,0,0,1,51,26,1,26
p02,ASRank,50,600,1,3,0.1,10,0,0,2,51,26,1,24
p02,ASRank,50,600,1,3,0.1,10,0,0,3,51,26,1,24
p02,ASRank,50,600,1,3,0.3,5,0,0,1,51,26,1,24
p02,ASRank,50,600,1,3,0.3,5,0,0,2,51,26,1,24
p02,ASRank,50,600,1,3,0.3,5,0,0,3,51,26,1,30
p02,ASRank,50,600,1,3,0.3,10,0,0,1,51,26,1,25
p02,ASRank,50,600,1,3,0.3,10,0,0,2,51,26,1,23
p02,ASRank,50,600,1,3,0.3,10,0,0,3,51,26,1,23
p02,ASRank,50,600,1,4,0.1,5,0,0,1,51,26,1,24
p02,ASRank,50,600,1,4,0.1,5,0,0,2,51,26,1,24
p02,ASRank,50,600,1,4,0.1,5,0,0,3,51,26,1,25
p02,ASRank,50,600,1,4,0.1,10,0,0,1,51,26,1,27
p02,ASRank,50,600,1,4,0.1,10,0,0,2,51,26,1,26
p02,ASRank,50,600,1,4,0.1,10,0,0,3,51,26,1,25
p02,ASRank,50,600,1,4,0.3,5,0,0,1,51,26,1,24
p02,ASRank,50,600,1,4,0.3,5,0,0,2,51,26,1,24
p02,ASRank,50,600,1,4,0.3,5,0,0,3,51,26,1,24
p02,ASRank,50,600,1,4,0.3,10,0,0,1,51,26,1,24
p02,ASRank,50,600,1,4,0.3,10,0,0,2,51,26,1,24
p02,ASRank,50,600,1,4,0.3,10,0,0,3,51,26,1,26
p02,ASRank,100,300,1,2,0.1,5,0,0,1,51,26,1,23
p02,ASRank,100,300,1,2,0.1,5,0,0,2,51,26,1,23
p02,ASRank,100,300,1,2,0.1,5,0,0,3,51,26,1,23
p02,ASRank,100,300,1,2,0.1,10,0,0,1,51,26,1,23
p02,ASRank,100,300,1,2,0.1,10,0,0,2,51,26,1,23
p02,ASRank,100,300,1,2,0.1,10,0,0,3,51,26,1,23
p02,ASRank,100,300,1,2,0.3,5,0,0,1,51,26,1,23
p02,ASRank,100,300,1,2,0.3,5,0,0,2,51,26,1,25
p02,ASRank,100,300,1,2,0.3,5,0,0,3,51,26,1,28
p02,ASRank,100,300,1,2,0.3,10,0,0,1,51,26,1,23
p02,ASRank,100,300,1,2,0.3,10,0,0,2,51,26,1,24
p02,ASRank,100,300,1,2,0.3,10,0,0,3,51,26,1,25
p02,ASRank,100,300,1,3,0.1,5,0,0,1,51,26,1,24
p02,ASRank,100,300,1,3,0.1,5,0,0,2,51,26,1,24
p02,ASRank,100,300,1,3,0.1,5,0,0,3,51,26,1,24
p02,ASRank,100,300,1,3,0.1,10,0,0,1,51,26,1,24
p02,ASRank,100,300,1,3,0.1,10,0,0,2,51,26,1,27
p02,ASRank,100,300,1,3,0.1,10,0,0,3,51,26,1,24
p02,ASRank,100,300,1,3,0.3,5,0,0,1,51,26,1,24
p02,ASRank,100,300,1,3,0.3,5,0,0,2,51,26,1,24
p02,ASRank,100,300,1,3,0.3,5,0,0,3,51,26,1,26
p02,ASRank,100,300,1,3,0.3,10,0,0,1,51,26,1,29
p02,ASRank,100,300,1,3,0.3,10,0,0,2,51,26,1,26
p02,ASRank,100,300,1,3,0.3,10,0,0,3,51,26,1,25
p02,ASRank,100,300,1,4,0.1,5,0,0,1,51,26,1,25
p02,ASRank,100,300,1,4,0.1,5,0,0,2,51,26,1,25
p02,ASRank,100,300,1,4,0.1,5,0,0,3,51,26,1,25
p02,ASRank,100,300,1,4,0.1,10,0,0,1,51,26,1,26
p02,ASRank,100,300,1,4,0.1,10,0,0,2,51,26,1,25
p02,ASRank,100,300,1,4,0.1,10,0,0,3,51,26,1,26
p02,ASRank,100,300,1,4,0.3,5,0,0,1,51,26,1,26
p02,ASRank,100,300,1,4,0.3,5,0,0,2,51,26,1,30
p02,ASRank,100,300,1,4,0.3,5,0,0,3,51,26,1,25
p02,ASRank,100,300,1,4,0.3,10,0,0,1,51,26,1,25
p02,ASRank,100,300,1,4,0.3,10,0,0,2,51,26,1,25
p02,ASRank,100,300,1,4,0.3,10,0,0,3,51,26,1,27
p02,ASRank,100,600,1,2,0.1,5,0,0,1,51,26,1,95
p02,ASRank,100,600,1,2,0.1,5,0,0,2,51,26,1,52
p02,ASRank,100,600,1,2,0.1,5,0,0,3,51,26,1,56
p02,ASRank,100,600,1,2,0.1,10,0,0,1,51,26,1,52
p02,ASRank,100,600,1,2,0.1,10,0,0,2,51,26,1,57
p02,ASRank,100,600,1,2,0.1,10,0,0,3,51,26,1,59
p02,ASRank,100,600,1,2,0.3,5,0,0,1,51,26,1,58
p02,ASRank,100,600,1,2,0.3,5,0,0,2,51,26,1,54
p02,ASRank,100,600,1,2,0.3,5,0,0,3,51,26,1,50
p02,ASRank,100,600,1,2,0.3,10,0,0,1,51,26,1,48
p02,ASRank,100,600,1,2,0.3,10,0,0,2,51,26,1,53
p02,ASRank,100,600,1,2,0.3,10,0,0,3,51,26,1,50
p02,ASRank,100,600,1,3,0.1,5,0,0,1,51,26,1,53
p02,ASRank,100,600,1,3,0.1,5,0,0,2,51,26,1,51
p02,ASRank,100,600,1,3,0.1,5,0,0,3,51,26,1,58
p02,ASRank,100,600,1,3,0.1,10,0,0,1,51,26,1,51
p02,ASRank,100,600,1,3,0.1,10,0,0,2,51,26,1,59
p02,ASRank,100,600,1,3,0.1,10,0,0,3,51,26,1,68
p02,ASRank,100,600,1,3,0.3,5,0,0,1,51,26,1,55
p02,ASRank,100,600,1,3,0.3,5,0,0,2,51,26,1,72
p02,ASRank,100,600,1,3,0.3,5,0,0,3,51,26,1,46
p02,ASRank,100,600,1,3,0.3,10,0,0,1,51,26,1,51
p02,ASRank,100,600,1,3,0.3,10,0,0,2,51,26,1,56
p02,ASRank,100,600,1,3,0.3,10,0,0,3,51,26,1,56
p02,ASRank,100,600,1,4,0.1,5,0,0,1,51,26,1,49
p02,ASRank,100,600,1,4,0.1,5,0,0,2,51,26,1,50
p02,ASRank,100,600,1,4,0.1,5,0,0,3,51,26,1,55
p02,ASRank,100,600,1,4,0.1,10,0,0,1,51,26,1,56
p02,ASRank,100,600,1,4,0.1,10,0,0,2,51,26,1,55
p02,ASRank,100,600,1,4,0.1,10,0,0,3,51,26,1,55
p02,ASRank,100,600,1,4,0.3,5,0,0,1,51,26,1,54
p02,ASRank,100,600,1,4,0.3,5,0,0,2,51,26,1,54
p02,ASRank,100,600,1,4,0.3,5,0,0,3,51,26,1,54
p02,ASRank,100,600,1,4,0.3,10,0,0,1,51,26,1,53
p02,ASRank,100,600,1,4,0.3,10,0,0,2,51,26,1,60
p02,ASRank,100,600,1,4,0.3,10,0,0,3,51,26,1,62
p02,MMAS,50,300,1,2,0.1,0,0,0,1,51,26,1,13
p02,MMAS,50,300,1,2,0.1,0,0,0,2,51,26,1,13
p02,MMAS,50,300,1,2,0.1,0,0,0,3,51,26,1,12
p02,MMAS,50,300,1,2,0.3,0,0,0,1,51,26,1,12
p02,MMAS,50,300,1,2,0.3,0,0,0,2,51,26,1,12
p02,MMAS,50,300,1,2,0.3,0,0,0,3,51,26,1,12
p02,MMAS,50,300,1,3,0.1,0,0,0,1,51,26,1,12
p02,MMAS,50,300,1,3,0.1,0,0,0,2,51,26,1,12
p02,MMAS,50,300,1,3,0.1,0,0,0,3,51,26,1,12
p02,MMAS,50,300,1,3,0.3,0,0,0,1,51,26,1,12
p02,MMAS,50,300,1,3,0.3,0,0,0,2,51,26,1,12
p02,MMAS,50,300,1,3,0.3,0,0,0,3,51,26,1,12
p02,MMAS,50,300,1,4,0.1,0,0,0,1,51,26,1,12
p02,MMAS,50,300,1,4,0.1,0,0,0,2,51,26,1,12
p02,MMAS,50,300,1,4,0.1,0,0,0,3,51,26,1,12
p02,MMAS,50,300,1,4,0.3,0,0,0,1,51,26,1,15
p02,MMAS,50,300,1,4,0.3,0,0,0,2,51,26,1,19
p02,MMAS,50,300,1,4,0.3,0,0,0,3,51,26,1,13
p02,MMAS,50,600,1,2,0.1,0,0,0,1,51,26,1,25
p02,MMAS,50,600,1,2,0.1,0,0,0,2,51,26,1,26
p02,MMAS,50,600,1,2,0.1,0,0,0,3,51,26,1,25
p02,MMAS,50,600,1,2,0.3,0,0,0,1,51,26,1,25
p02,MMAS,50,600,1,2,0.3,0,0,0,2,51,26,1,25
p02,MMAS,50,600,1,2,0.3,0,0,0,3,51,26,1,26
p02,MMAS,50,600,1,3,0.1,0,0,0,1,51,26,1,25
p02,MMAS,50,600,1,3,0.1,0,0,0,2,51,26,1,25
p02,MMAS,50,600,1,3,0.1,0,0,0,3,51,26,1,25
p02,MMAS,50,600,1,3,0.3,0,0,0,1,51,26,1,26
p02,MMAS,50,600,1,3,0.3,0,0,0,2,51,26,1,25
p02,MMAS,50,600,1,3,0.3,0,0,0,3,51,26,1,25
p02,MMAS,50,600,1,4,0.1,0,0,0,1,51,26,1,25
p02,MMAS,50,600,1,4,0.1,0,0,0,2,51,26,1,26
p02,MMAS,50,600,1,4,0.1,0,0,0,3,51,26,1,25
p02,MMAS,50,600,1,4,0.3,0,0,0,1,51,26,1,25
p02,MMAS,50,600,1,4,0.3,0,0,0,2,51,26,1,25
p02,MMAS,50,600,1,4,0.3,0,0,0,3,51,26,1,25
p02,MMAS,100,300,1,2,0.1,0,0,0,1,51,26,1,24
p02,MMAS,100,300,1,2,0.1,0,0,0,2,51,26,1,24
p02,MMAS,100,300,1,2,0.1,0,0,0,3,51,26,1,24
p02,MMAS,100,300,1,2,0.3,0,0,0,1,51,26,1,24
p02,MMAS,100,300,1,2,0.3,0,0,0,2,51,26,1,24
p02,MMAS,100,300,1,2,0.3,0,0,0,3,51,26,1,25
p02,MMAS,100,300,1,3,0.1,0,0,0,1,51,26,1,23
p02,MMAS,100,300,1,3,0.1,0,0,0,2,51,26,1,24
p02,MMAS,100,300,1,3,0.1,0,0,0,3,51,26,1,24
p02,MMAS,100,300,1,3,0.3,0,0,0,1,51,26,1,26
p02,MMAS,100,300,1,3,0.3,0,0,0,2,51,26,1,24
p02,MMAS,100,300,1,3,0.3,0,0,0,3,51,26,1,25
p02,MMAS,100,300,1,4,0.1,0,0,0,1,51,26,1,25
p02,MMAS,100,300,1,4,0.1,0,0,0,2,51,26,1,25
p02,MMAS,100,300,1,4,0.1,0,0,0,3,51,26,1,24
p02,MMAS,100,300,1,4,0.3,0,0,0,1,51,26,1,25
p02,MMAS,100,300,1,4,0.3,0,0,0,2,51,26,1,25
p02,MMAS,100,300,1,4,0.3,0,0,0,3,51,26,1,24
p02,MMAS,100,600,1,2,0.1,0,0,0,1,51,26,1,47
p02,MMAS,100,600,1,2,0.1,0,0,0,2,51,26,1,48
p02,MMAS,100,600,1,2,0.1,0,0,0,3,51,26,1,53
p02,MMAS,100,600,1,2,0.3,0,0,0,1,51,26,1,50
p02,MMAS,100,600,1,2,0.3,0,0,0,2,51,26,1,49
p02,MMAS,100,600,1,2,0.3,0,0,0,3,51,26,1,54
p02,MMAS,100,600,1,3,0.1,0,0,0,1,51,26,1,50
p02,MMAS,100,600,1,3,0.1,0,0,0,2,51,26,1,48
p02,MMAS,100,600,1,3,0.1,0,0,0,3,51,26,1,48
p02,MMAS,100,600,1,3,0.3,0,0,0,1,51,26,1,49
p02,MMAS,100,600,1,3,0.3,0,0,0,2,51,26,1,49
p02,MMAS,100,600,1,3,0.3,0,0,0,3,51,26,1,48
p02,MMAS,100,600,1,4,0.1,0,0,0,1,51,26,1,49
p02,MMAS,100,600,1,4,0.1,0,0,0,2,51,26,1,54
p02,MMAS,100,600,1,4,0.1,0,0,0,3,51,26,1,50
p02,MMAS,100,600,1,4,0.3,0,0,0,1,51,26,1,56
p02,MMAS,100,600,1,4,0.3,0,0,0,2,51,26,1,58
p02,MMAS,100,600,1,4,0.3,0,0,0,3,51,26,1,61
p02,ACS,50,300,1,2,0.1,0,0.9,0.1,1,51,26,1,10
p02,ACS,50,300,1,2,0.1,0,0.9,0.1,2,51,26,1,10
p02,ACS,50,300,1,2,0.1,0,0.9,0.1,3,51,26,1,10
p02,ACS,50,300,1,2,0.1,0,0.95,0.1,1,51,26,1,10
p02,ACS,50,300,1,2,0.1,0,0.95,0.1,2,51,26,1,10
p02,ACS,50,300,1,2,0.1,0,0.95,0.1,3,51,26,1,10
p02,ACS,50,300,1,2,0.3,0,0.9,0.1,1,51,26,1,10
p02,ACS,50,300,1,2,0.3,0,0.9,0.1,2,51,26,1,10
p02,ACS,50,300,1,2,0.3,0,0.9,0.1,3,51,26,1,10
p02,ACS,50,300,1,2,0.3,0,0.95,0.1,1,51,26,1,10
p02,ACS,50,300,1,2,0.3,0,0.95,0.1,2,51,26,1,10
p02,ACS,50,300,1,2,0.3,0,0.95,0.1,3,51,26,1,10
p02,ACS,50,300,1,3,0.1,0,0.9,0.1,1,51,26,1,10
p02,ACS,50,300,1,3,0.1,0,0.9,0.1,2,51,26,1,12
p02,ACS,50,300,1,3,0.1,0,0.9,0.1,3,51,26,1,14
p02,ACS,50,300,1,3,0.1,0,0.95,0.1,1,51,26,1,14
p02,ACS,50,300,1,3,0.1,0,0.95,0.1,2,51,26,1,12
p02,ACS,50,300,1,3,0.1,0,0.95,0.1,3,51,26,1,10
p02,ACS,50,300,1,3,0.3,0,0.9,0.1,1,51,26,1,10
p02,ACS,50,300,1,3,0.3,0,0.9,0.1,2,51,26,1,11
p02,ACS,50,300,1,3,0.3,0,0.9,0.1,3,51,26,1,10
p02,ACS,50,300,1,3,0.3,0,0.95,0.1,1,51,26,1,10
p02,ACS,50,300,1,3,0.3,0,0.95,0.1,2,51,26,1,10
p02,ACS,50,300,1,3,0.3,0,0.95,0.1,3,51,26,1,12
p02,ACS,50,300,1,4,0.1,0,0.9,0.1,1,51,26,1,12
p02,ACS,50,300,1,4,0.1,0,0.9,0.1,2,51,26,1,10
p02,ACS,50,300,1,4,0.1,0,0.9,0.1,3,51,26,1,9
p02,ACS,50,300,1,4,0.1,0,0.95,0.1,1,51,26,1,9
p02,ACS,50,300,1,4,0.1,0,0.95,0.1,2,51,26,1,9
p02,ACS,50,300,1,4,0.1,0,0.95,0.1,3,51,26,1,9
p02,ACS,50,300,1,4,0.3,0,0.9,0.1,1,51,26,1,10
p02,ACS,50,300,1,4,0.3,0,0.9,0.1,2,51,26,1,10
p02,ACS,50,300,1,4,0.3,0,0.9,0.1,3,51,26,1,10
p02,ACS,50,300,1,4,0.3,0,0.95,0.1,1,51,26,1,10
p02,ACS,50,300,1,4,0.3,0,0.95,0.1,2,51,26,1,10
p02,ACS,50,300,1,4,0.3,0,0.95,0.1,3,51,26,1,10
p02,ACS,50,600,1,2,0.1,0,0.9,0.1,1,51,26,1,19
p02,ACS,50,600,1,2,0.1,0,0.9,0.1,2,51,26,1,20
p02,ACS,50,600,1,2,0.1,0,0.9,0.1,3,51,26,1,20
p02,ACS,50,600,1,2,0.1,0,0.95,0.1,1,51,26,1,20
p02,ACS,50,600,1,2,0.1,0,0.95,0.1,2,51,26,1,20
p02,ACS,50,600,1,2,0.1,0,0.95,0.1,3,51,26,1,20
p02,ACS,50,600,1,2,0.3,0,0.9,0.1,1,51,26,1,20
