instance,variant,best_value,best_weight,feasible,best_seconds,mean_seconds,std_seconds,hit_optimal,target,best_seed
C:\Users\Vibe\Documents\knapsack-4aco-cpp-tcc-master\data\jooken\dificil\n_800_c_100000000_g_2_f_0.2_eps_0_s_300\test.in,AS,0,0,1,0.0003378,0.000338915,3.11018e-05,0,0,12346
C:\Users\Vibe\Documents\knapsack-4aco-cpp-tcc-master\data\jooken\dificil\n_800_c_100000000_g_2_f_0.2_eps_0_s_300\test.in,ASRank,0,0,1,0.0005156,0.000509645,3.10286e-05,0,0,112346
C:\Users\Vibe\Documents\knapsack-4aco-cpp-tcc-master\data\jooken\dificil\n_800_c_100000000_g_2_f_0.2_eps_0_s_300\test.in,MMAS,0,0,1,0.0003274,0.000332595,2.93353e-05,0,0,212346
C:\Users\Vibe\Documents\knapsack-4aco-cpp-tcc-master\data\jooken\dificil\n_800_c_100000000_g_2_f_0.2_eps_0_s_300\test.in,ACS,0,0,1,0.0001044,0.000104345,1.30766e-06,0,0,312346
C:\Users\Vibe\Documents\knapsack-4aco-cpp-tcc-master\data\jooken\dificil\n_800_c_100000000_g_2_f_0.2_eps_1e-05_s_100\test.in,AS,0,0,1,0.0003673,0.000335665,1.43254e-05,0,0,12346
C:\Users\Vibe\Documents\knapsack-4aco-cpp-tcc-master\data\jooken\dificil\n_800_c_100000000_g_2_f_0.2_eps_1e-05_s_100\test.in,ASRank,0,0,1,0.0005149,0.000516585,3.07879e-05,0,0,112346
C:\Users\Vibe\Documents\knapsack-4aco-cpp-tcc-master\data\jooken\dificil\n_800_c_100000000_g_2_f_0.2_eps_1e-05_s_100\test.in,MMAS,0,0,1,0.0004634,0.00033064,3.7545e-05,0,0,212346
C:\Users\Vibe\Documents\knapsack-4aco-cpp-tcc-master\data\jooken\dificil\n_800_c_100000000_g_2_f_0.2_eps_1e-05_s_100\test.in,ACS,0,0,1,0.0001052,0.00010449,1.04272e-06,0,0,312346
C:\Users\Vibe\Documents\knapsack-4aco-cpp-tcc-master\data\jooken\dificil\n_800_c_100000000_g_2_f_0.2_eps_1e-05_s_200\test.in,AS,0,0,1,0.0003656,0.000349705,7.83726e-06,0,0,12346
C:\Users\Vibe\Documents\knapsack-4aco-cpp-tcc-master\data\jooken\dificil\n_800_c_100000000_g_2_f_0.2_eps_1e-05_s_200\test.in,ASRank,0,0,1,0.0005122,0.0005275,4.36712e-05,0,0,112346
C:\Users\Vibe\Documents\knapsack-4aco-cpp-tcc-master\data\jooken\dificil\n_800_c_100000000_g_2_f_0.2_eps_1e-05_s_200\test.in,MMAS,0,0,1,0.0003154,0.00032516,1.22243e-05,0,0,212346
C:\Users\Vibe\Documents\knapsack-4aco-cpp-tcc-master\data\jooken\dificil\n_800_c_100000000_g_2_f_0.2_eps_1e-05_s_200\test.in,ACS,0,0,1,0.0001065,0.00010249,8.29203e-06,0,0,312346
C:\Users\Vibe\Documents\knapsack-4aco-cpp-tcc-master\data\jooken\dificil\n_800_c_100000000_g_2_f_0.2_eps_1e-05_s_300\test.in,AS,0,0,1,0.0003406,0.0003277,5.53296e-06,0,0,12346
C:\Users\Vibe\Documents\knapsack-4aco-cpp-tcc-master\data\jooken\dificil\n_800_c_100000000_g_2_f_0.2_eps_1e-05_s_300\test.in,ASRank,0,0,1,0.0005218,0.00052251,5.40321e-05,0,0,112346
C:\Users\Vibe\Documents\knapsack-4aco-cpp-tcc-master\data\jooken\dificil\n_800_c_100000000_g_2_f_0.2_eps_1e-05_s_300\test.in,MMAS,0,0,1,0.0003213,0.00032223,3.31331e-06,0,0,212346
C:\Users\Vibe\Documents\knapsack-4aco-cpp-tcc-master\data\jooken\dificil\n_800_c_100000000_g_2_f_0.2_eps_1e-05_s_300\test.in,ACS,0,0,1,0.0001043,0.00010519,6.30706e-07,0,0,312346
C:\Users\Vibe\Documents\knapsack-4aco-cpp-tcc-master\data\jooken\dificil\n_800_c_100000000_g_2_f_0.3_eps_0.0001_s_100\test.in,AS,0,0,1,0.0003319,0.000327115,4.52958e-06,0,0,12346
C:\Users\Vibe\Documents\knapsack-4aco-cpp-tcc-master\data\jooken\dificil\n_800_c_100000000_g_2_f_0.3_eps_0.0001_s_100\test.in,ASRank,0,0,1,0.0005012,0.000514225,4.1184e-05,0,0,112346
C:\Users\Vibe\Documents\knapsack-4aco-cpp-tcc-master\data\jooken\dificil\n_800_c_100000000_g_2_f_0.3_eps_0.0001_s_100\test.in,MMAS,0,0,1,0.0003216,0.00032234,2.45644e-06,0,0,212346
C:\Users\Vibe\Documents\knapsack-4aco-cpp-tcc-master\data\jooken\dificil\n_800_c_100000000_g_2_f_0.3_eps_0.0001_s_100\test.in,ACS,0,0,1,0.000105,0.00010505,4.05145e-06,0,0,312346
C:\Users\Vibe\Documents\knapsack-4aco-cpp-tcc-master\data\jooken\dificil\n_800_c_100000000_g_2_f_0.3_eps_0.0001_s_200\test.in,AS,0,0,1,0.0004044,0.000409595,1.23094e-05,0,0,12346
C:\Users\Vibe\Documents\knapsack-4aco-cpp-tcc-master\data\jooken\dificil\n_800_c_100000000_g_2_f_0.3_eps_0.0001_s_200\test.in,ASRank,0,0,1,0.0006167,0.000617985,3.36378e-06,0,0,112346
C:\Users\Vibe\Documents\knapsack-4aco-cpp-tcc-master\data\jooken\dificil\n_800_c_100000000_g_2_f_0.3_eps_0.0001_s_200\test.in,MMAS,0,0,1,0.0003991,0.000381115,2.05303e-05,0,0,212346
C:\Users\Vibe\Documents\knapsack-4aco-cpp-tcc-master\data\jooken\dificil\n_800_c_100000000_g_2_f_0.3_eps_0.0001_s_200\test.in,ACS,0,0,1,0.0001194,0.000116435,1.02962e-05,0,0,312346
C:\Users\Vibe\Documents\knapsack-4aco-cpp-tcc-master\data\jooken\dificil\n_800_c_100000000_g_2_f_0.3_eps_0.0001_s_300\test.in,AS,0,0,1,0.0004012,0.000377235,1.21089e-05,0,0,12346
C:\Users\Vibe\Documents\knapsack-4aco-cpp-tcc-master\data\jooken\dificil\n_800_c_100000000_g_2_f_0.3_eps_0.0001_s_300\test.in,ASRank,0,0,1,0.0005449,0.000528945,9.15662e-06,0,0,112346
C:\Users\Vibe\Documents\knapsack-4aco-cpp-tcc-master\data\jooken\dificil\n_800_c_100000000_g_2_f_0.3_eps_0.0001_s_300\test.in,MMAS,0,0,1,0.0003232,0.000332215,1.18487e-05,0,0,212346
C:\Users\Vibe\Documents\knapsack-4aco-cpp-tcc-master\data\jooken\dificil\n_800_c_100000000_g_2_f_0.3_eps_0.0001_s_300\test.in,ACS,0,0,1,0.0001052,0.0001055,1.15303e-06,0,0,312346
C:\Users\Vibe\Documents\knapsack-4aco-cpp-tcc-master\data\jooken\dificil\n_800_c_100000000_g_2_f_0.3_eps_0.001_s_100\test.in,AS,0,0,1,0.0003548,0.000329685,7.63505e-06,0,0,12346
C:\Users\Vibe\Documents\knapsack-4aco-cpp-tcc-master\data\jooken\dificil\n_800_c_100000000_g_2_f_0.3_eps_0.001_s_100\test.in,ASRank,0,0,1,0.0005161,0.000533055,7.18374e-05,0,0,112346
C:\Users\Vibe\Documents\knapsack-4aco-cpp-tcc-master\data\jooken\dificil\n_800_c_100000000_g_2_f_0.3_eps_0.001_s_100\test.in,MMAS,0,0,1,0.0003316,0.00035638,1.18469e-05,0,0,212346
C:\Users\Vibe\Documents\knapsack-4aco-cpp-tcc-master\data\jooken\dificil\n_800_c_100000000_g_2_f_0.3_eps_0.001_s_100\test.in,ACS,0,0,1,0.0001161,0.0001125,1.32942e-06,0,0,312346
C:\Users\Vibe\Documents\knapsack-4aco-cpp-tcc-master\data\jooken\dificil\n_800_c_100000000_g_2_f_0.3_eps_0.001_s_200\test.in,AS,0,0,1,0.0004092,0.00037164,1.81859e-05,0,0,12346
C:\Users\Vibe\Documents\knapsack-4aco-cpp-tcc-master\data\jooken\dificil\n_800_c_100000000_g_2_f_0.3_eps_0.001_s_200\test.in,ASRank,0,0,1,0.0005599,0.00052871,1.59993e-05,0,0,112346
C:\Users\Vibe\Documents\knapsack-4aco-cpp-tcc-master\data\jooken\dificil\n_800_c_100000000_g_2_f_0.3_eps_0.001_s_200\test.in,MMAS,0,0,1,0.0003316,0.00033888,2.09424e-05,0,0,212346
C:\Users\Vibe\Documents\knapsack-4aco-cpp-tcc-master\data\jooken\dificil\n_800_c_100000000_g_2_f_0.3_eps_0.001_s_200\test.in,ACS,0,0,1,0.0001391,0.00010935,1.07818e-05,0,0,312346
C:\Users\Vibe\Documents\knapsack-4aco-cpp-tcc-master\data\jooken\dificil\n_800_c_100000000_g_2_f_0.3_eps_0.001_s_300\test.in,AS,0,0,1,0.0003901,0.00035732,2.08419e-05,0,0,12346
C:\Users\Vibe\Documents\knapsack-4aco-cpp-tcc-master\data\jooken\dificil\n_800_c_100000000_g_2_f_0.3_eps_0.001_s_300\test.in,ASRank,0,0,1,0.0005491,0.000560065,2.25519e-05,0,0,112346
C:\Users\Vibe\Documents\knapsack-4aco-cpp-tcc-master\data\jooken\dificil\n_800_c_100000000_g_2_f_0.3_eps_0.001_s_300\test.in,MMAS,0,0,1,0.0003403,0.00033709,3.08498e-05,0,0,212346
C:\Users\Vibe\Documents\knapsack-4aco-cpp-tcc-master\data\jooken\dificil\n_800_c_100000000_g_2_f_0.3_eps_0.001_s_300\test.in,ACS,0,0,1,0.0001053,0.000105315,6.62652e-06,0,0,312346
C:\Users\Vibe\Documents\knapsack-4aco-cpp-tcc-master\data\jooken\dificil\n_800_c_100000000_g_2_f_0.3_eps_0.01_s_100\test.in,AS,0,0,1,0.000601,0.00039453,5.16718e-05,0,0,12346
C:\Users\Vibe\Documents\knapsack-4aco-cpp-tcc-master\data\jooken\dificil\n_800_c_100000000_g_2_f_0.3_eps_0.01_s_100\test.in,ASRank,0,0,1,0.0005403,0.000541325,2.4462e-05,0,0,112346
C:\Users\Vibe\Documents\knapsack-4aco-cpp-tcc-master\data\jooken\dificil\n_800_c_100000000_g_2_f_0.3_eps_0.01_s_100\test.in,MMAS,0,0,1,0.000322,0.000322335,2.39061e-06,0,0,212346
C:\Users\Vibe\Documents\knapsack-4aco-cpp-tcc-master\data\jooken\dificil\n_800_c_100000000_g_2_f_0.3_eps_0.01_s_100\test.in,ACS,0,0,1,0.0001071,0.000109895,1.35443e-05,0,0,312346
C:\Users\Vibe\Documents\knapsack-4aco-cpp-tcc-master\data\jooken\dificil\n_800_c_100000000_g_2_f_0.3_eps_0.01_s_200\test.in,AS,0,0,1,0.0003826,0.00039511,1.17161e-05,0,0,12346
C:\Users\Vibe\Documents\knapsack-4aco-cpp-tcc-master\data\jooken\dificil\n_800_c_100000000_g_2_f_0.3_eps_0.01_s_200\test.in,ASRank,0,0,1,0.0006018,0.000604575,8.97522e-06,0,0,112346
C:\Users\Vibe\Documents\knapsack-4aco-cpp-tcc-master\data\jooken\dificil\n_800_c_100000000_g_2_f_0.3_eps_0.01_s_200\test.in,MMAS,0,0,1,0.0003485,0.000348205,4.65714e-06,0,0,212346
C:\Users\Vibe\Documents\knapsack-4aco-cpp-tcc-master\data\jooken\dificil\n_800_c_100000000_g_2_f_0.3_eps_0.01_s_200\test.in,ACS,0,0,1,0.0001126,0.000115625,8.26112e-06,0,0,312346
C:\Users\Vibe\Documents\knapsack-4aco-cpp-tcc-master\data\jooken\dificil\n_800_c_100000000_g_2_f_0.3_eps_0.01_s_300\test.in,AS,0,0,1,0.0004029,0.000376575,1.57847e-05,0,0,12346
C:\Users\Vibe\Documents\knapsack-4aco-cpp-tcc-master\data\jooken\dificil\n_800_c_100000000_g_2_f_0.3_eps_0.01_s_300\test.in,ASRank,0,0,1,0.0005304,0.00051476,1.28048e-05,0,0,112346
C:\Users\Vibe\Documents\knapsack-4aco-cpp-tcc-master\data\jooken\dificil\n_800_c_100000000_g_2_f_0.3_eps_0.01_s_300\test.in,MMAS,0,0,1,0.000323,0.00034364,5.00926e-05,0,0,212346
C:\Users\Vibe\Documents\knapsack-4aco-cpp-tcc-master\data\jooken\dificil\n_800_c_100000000_g_2_f_0.3_eps_0.01_s_300\test.in,ACS,0,0,1,0.0001004,0.00010428,4.53995e-06,0,0,312346
C:\Users\Vibe\Documents\knapsack-4aco-cpp-tcc-master\data\jooken\dificil\n_800_c_100000000_g_2_f_0.3_eps_0.1_s_100\test.in,AS,0,0,1,0.000369,0.000346435,1.42669e-05,0,0,12346
C:\Users\Vibe\Documents\knapsack-4aco-cpp-tcc-master\data\jooken\dificil\n_800_c_100000000_g_2_f_0.3_eps_0.1_s_100\test.in,ASRank,0,0,1,0.0005562,0.000548895,1.30703e-05,0,0,112346
C:\Users\Vibe\Documents\knapsack-4aco-cpp-tcc-master\data\jooken\dificil\n_800_c_100000000_g_2_f_0.3_eps_0.1_s_100\test.in,MMAS,0,0,1,0.00035,0.000344345,4.00109e-05,0,0,212346
C:\Users\Vibe\Documents\knapsack-4aco-cpp-tcc-master\data\jooken\dificil\n_800_c_100000000_g_2_f_0.3_eps_0.1_s_100\test.in,ACS,0,0,1,0.0001042,0.00010546,1.32958e-06,0,0,312346
C:\Users\Vibe\Documents\knapsack-4aco-cpp-tcc-master\data\jooken\dificil\n_800_c_100000000_g_2_f_0.3_eps_0.1_s_200\test.in,AS,0,0,1,0.0003867,0.00037158,1.39406e-05,0,0,12346
C:\Users\Vibe\Documents\knapsack-4aco-cpp-tcc-master\data\jooken\dificil\n_800_c_100000000_g_2_f_0.3_eps_0.1_s_200\test.in,ASRank,0,0,1,0.0005282,0.000533705,4.50778e-05,0,0,112346
C:\Users\Vibe\Documents\knapsack-4aco-cpp-tcc-master\data\jooken\dificil\n_800_c_100000000_g_2_f_0.3_eps_0.1_s_200\test.in,MMAS,0,0,1,0.0003093,0.000320705,8.70508e-06,0,0,212346
C:\Users\Vibe\Documents\knapsack-4aco-cpp-tcc-master\data\jooken\dificil\n_800_c_100000000_g_2_f_0.3_eps_0.1_s_200\test.in,ACS,0,0,1,0.0001073,0.00010346,1.68785e-06,0,0,312346
C:\Users\Vibe\Documents\knapsack-4aco-cpp-tcc-master\data\jooken\dificil\n_800_c_100000000_g_2_f_0.3_eps_0.1_s_300\test.in,AS,0,0,1,0.0004329,0.000416925,1.41054e-05,0,0,12346
C:\Users\Vibe\Documents\knapsack-4aco-cpp-tcc-master\data\jooken\dificil\n_800_c_100000000_g_2_f_0.3_eps_0.1_s_300\test.in,ASRank,0,0,1,0.000649,0.000625785,3.69735e-05,0,0,112346
C:\Users\Vibe\Documents\knapsack-4aco-cpp-tcc-master\data\jooken\dificil\n_800_c_100000000_g_2_f_0.3_eps_0.1_s_300\test.in,MMAS,0,0,1,0.0003661,0.00036546,1.22992e-05,0,0,212346
C:\Users\Vibe\Documents\knapsack-4aco-cpp-tcc-master\data\jooken\dificil\n_800_c_100000000_g_2_f_0.3_eps_0.1_s_300\test.in,ACS,0,0,1,0.0001064,0.00010638,1.1072e-06,0,0,312346
C:\Users\Vibe\Documents\knapsack-4aco-cpp-tcc-master\data\jooken\dificil\n_800_c_100000000_g_2_f_0.3_eps_0_s_100\test.in,AS,0,0,1,0.0003706,0.00034177,1.15601e-05,0,0,12346
C:\Users\Vibe\Documents\knapsack-4aco-cpp-tcc-master\data\jooken\dificil\n_800_c_100000000_g_2_f_0.3_eps_0_s_100\test.in,ASRank,0,0,1,0.0005325,0.000517975,7.89163e-06,0,0,112346
C:\Users\Vibe\Documents\knapsack-4aco-cpp-tcc-master\data\jooken\dificil\n_800_c_100000000_g_2_f_0.3_eps_0_s_100\test.in,MMAS,0,0,1,0.0003309,0.00036021,6.56254e-05,0,0,212346
C:\Users\Vibe\Documents\knapsack-4aco-cpp-tcc-master\data\jooken\dificil\n_800_c_100000000_g_2_f_0.3_eps_0_s_100\test.in,ACS,0,0,1,0.0001053,0.000106475,9.60443e-06,0,0,312346
C:\Users\Vibe\Documents\knapsack-4aco-cpp-tcc-master\data\jooken\dificil\n_800_c_100000000_g_2_f_0.3_eps_0_s_200\test.in,AS,0,0,1,0.0004322,0.000383635,1.90342e-05,0,0,12346
C:\Users\Vibe\Documents\knapsack-4aco-cpp-tcc-master\data\jooken\dificil\n_800_c_100000000_g_2_f_0.3_eps_0_s_200\test.in,ASRank,0,0,1,0.0005726,0.000538805,6.01337e-05,0,0,112346
C:\Users\Vibe\Documents\knapsack-4aco-cpp-tcc-master\data\jooken\dificil\n_800_c_100000000_g_2_f_0.3_eps_0_s_200\test.in,MMAS,0,0,1,0.0003065,0.000323375,8.50621e-06,0,0,212346
C:\Users\Vibe\Documents\knapsack-4aco-cpp-tcc-master\data\jooken\dificil\n_800_c_100000000_g_2_f_0.3_eps_0_s_200\test.in,ACS,0,0,1,0.0001059,0.000105405,1.11802e-06,0,0,312346
C:\Users\Vibe\Documents\knapsack-4aco-cpp-tcc-master\data\jooken\dificil\n_800_c_100000000_g_2_f_0.3_eps_0_s_300\test.in,AS,0,0,1,0.0003338,0.00032751,1.7026e-06,0,0,12346
C:\Users\Vibe\Documents\knapsack-4aco-cpp-tcc-master\data\jooken\dificil\n_800_c_100000000_g_2_f_0.3_eps_0_s_300\test.in,ASRank,0,0,1,0.0005165,0.00052976,5.17149e-05,0,0,112346
C:\Users\Vibe\Documents\knapsack-4aco-cpp-tcc-master\data\jooken\dificil\n_800_c_100000000_g_2_f_0.3_eps_0_s_300\test.in,MMAS,0,0,1,0.0003488,0.00035924,1.05364e-05,0,0,212346
C:\Users\Vibe\Documents\knapsack-4aco-cpp-tcc-master\data\jooken\dificil\n_800_c_100000000_g_2_f_0.3_eps_0_s_300\test.in,ACS,0,0,1,0.0001182,0.000119175,1.66318e-06,0,0,312346
C:\Users\Vibe\Documents\knapsack-4aco-cpp-tcc-master\data\jooken\dificil\n_800_c_100000000_g_2_f_0.3_eps_1e-05_s_100\test.in,AS,0,0,1,0.0003784,0.000369385,1.49108e-05,0,0,12346
C:\Users\Vibe\Documents\knapsack-4aco-cpp-tcc-master\data\jooken\dificil\n_800_c_100000000_g_2_f_0.3_eps_1e-05_s_100\test.in,ASRank,0,0,1,0.0005572,0.00052781,6.40343e-05,0,0,112346
C:\Users\Vibe\Documents\knapsack-4aco-cpp-tcc-master\data\jooken\dificil\n_800_c_100000000_g_2_f_0.3_eps_1e-05_s_100\test.in,MMAS,0,0,1,0.0003312,0.000331125,8.96742e-06,0,0,212346
C:\Users\Vibe\Documents\knapsack-4aco-cpp-tcc-master\data\jooken\dificil\n_800_c_100000000_g_2_f_0.3_eps_1e-05_s_100\test.in,ACS,0,0,1,0.0001232,0.000122255,2.28945e-05,0,0,312346
C:\Users\Vibe\Documents\knapsack-4aco-cpp-tcc-master\data\jooken\dificil\n_800_c_100000000_g_2_f_0.3_eps_1e-05_s_200\test.in,AS,0,0,1,0.0003938,0.000387305,7.69412e-06,0,0,12346
C:\Users\Vibe\Documents\knapsack-4aco-cpp-tcc-master\data\jooken\dificil\n_800_c_100000000_g_2_f_0.3_eps_1e-05_s_200\test.in,ASRank,0,0,1,0.0006032,0.000563395,3.03893e-05,0,0,112346
C:\Users\Vibe\Documents\knapsack-4aco-cpp-tcc-master\data\jooken\dificil\n_800_c_100000000_g_2_f_0.3_eps_1e-05_s_200\test.in,MMAS,0,0,1,0.0003489,0.00034865,3.45746e-05,0,0,212346
C:\Users\Vibe\Documents\knapsack-4aco-cpp-tcc-master\data\jooken\dificil\n_800_c_100000000_g_2_f_0.3_eps_1e-05_s_200\test.in,ACS,0,0,1,0.0001044,0.000104965,9.41038e-07,0,0,312346
C:\Users\Vibe\Documents\knapsack-4aco-cpp-tcc-master\data\jooken\dificil\n_800_c_100000000_g_2_f_0.3_eps_1e-05_s_300\test.in,AS,0,0,1,0.0003759,0.00037835,8.86261e-06,0,0,12346
C:\Users\Vibe\Documents\knapsack-4aco-cpp-tcc-master\data\jooken\dificil\n_800_c_100000000_g_2_f_0.3_eps_1e-05_s_300\test.in,ASRank,0,0,1,0.0006053,0.000545705,4.69138e-05,0,0,112346
C:\Users\Vibe\Documents\knapsack-4aco-cpp-tcc-master\data\jooken\dificil\n_800_c_100000000_g_2_f_0.3_eps_1e-05_s_300\test.in,MMAS,0,0,1,0.0003527,0.000326415,1.15202e-05,0,0,212346
C:\Users\Vibe\Documents\knapsack-4aco-cpp-tcc-master\data\jooken\dificil\n_800_c_100000000_g_2_f_0.3_eps_1e-05_s_300\test.in,ACS,0,0,1,0.0001043,0.00010251,8.02817e-06,0,0,312346
C:\Users\Vibe\Documents\knapsack-4aco-cpp-tcc-master\data\jooken\dificil\n_800_c_100000000_g_6_f_0.1_eps_0.0001_s_100\test.in,AS,0,0,1,0.0003328,0.000327465,2.04663e-06,0,0,12346
C:\Users\Vibe\Documents\knapsack-4aco-cpp-tcc-master\data\jooken\dificil\n_800_c_100000000_g_6_f_0.1_eps_0.0001_s_100\test.in,ASRank,0,0,1,0.0005157,0.000547785,6.50809e-05,0,0,112346
C:\Users\Vibe\Documents\knapsack-4aco-cpp-tcc-master\data\jooken\dificil\n_800_c_100000000_g_6_f_0.1_eps_0.0001_s_100\test.in,MMAS,0,0,1,0.000331,0.00034579,1.11383e-05,0,0,212346
C:\Users\Vibe\Documents\knapsack-4aco-cpp-tcc-master\data\jooken\dificil\n_800_c_100000000_g_6_f_0.1_eps_0.0001_s_100\test.in,ACS,0,0,1,0.0001106,0.00010995,1.44787e-06,0,0,312346
C:\Users\Vibe\Documents\knapsack-4aco-cpp-tcc-master\data\jooken\dificil\n_800_c_100000000_g_6_f_0.1_eps_0.0001_s_200\test.in,AS,0,0,1,0.000409,0.000411605,1.42478e-05,0,0,12346
C:\Users\Vibe\Documents\knapsack-4aco-cpp-tcc-master\data\jooken\dificil\n_800_c_100000000_g_6_f_0.1_eps_0.0001_s_200\test.in,ASRank,0,0,1,0.0006204,0.000611495,2.92751e-05,0,0,112346
C:\Users\Vibe\Documents\knapsack-4aco-cpp-tcc-master\data\jooken\dificil\n_800_c_100000000_g_6_f_0.1_eps_0.0001_s_200\test.in,MMAS,0,0,1,0.0003598,0.000360275,2.05802e-05,0,0,212346
C:\Users\Vibe\Documents\knapsack-4aco-cpp-tcc-master\data\jooken\dificil\n_800_c_100000000_g_6_f_0.1_eps_0.0001_s_200\test.in,ACS,0,0,1,0.0001464,0.00010878,1.23312e-05,0,0,312346
C:\Users\Vibe\Documents\knapsack-4aco-cpp-tcc-master\data\jooken\dificil\n_800_c_100000000_g_6_f_0.1_eps_0.0001_s_300\test.in,AS,0,0,1,0.0003953,0.000354155,2.05108e-05,0,0,12346
C:\Users\Vibe\Documents\knapsack-4aco-cpp-tcc-master\data\jooken\dificil\n_800_c_100000000_g_6_f_0.1_eps_0.0001_s_300\test.in,ASRank,0,0,1,0.0005273,0.000514055,1.32848e-05,0,0,112346
C:\Users\Vibe\Documents\knapsack-4aco-cpp-tcc-master\data\jooken\dificil\n_800_c_100000000_g_6_f_0.1_eps_0.0001_s_300\test.in,MMAS,0,0,1,0.0003262,0.00033691,5.09106e-05,0,0,212346
C:\Users\Vibe\Documents\knapsack-4aco-cpp-tcc-master\data\jooken\dificil\n_800_c_100000000_g_6_f_0.1_eps_0.0001_s_300\test.in,ACS,0,0,1,0.000102,0.000104915,3.59448e-06,0,0,312346
C:\Users\Vibe\Documents\knapsack-4aco-cpp-tcc-master\data\jooken\dificil\n_800_c_100000000_g_6_f_0.1_eps_0.001_s_100\test.in,AS,0,0,1,0.0004132,0.000403065,1.00177e-05,0,0,12346
C:\Users\Vibe\Documents\knapsack-4aco-cpp-tcc-master\data\jooken\dificil\n_800_c_100000000_g_6_f_0.1_eps_0.001_s_100\test.in,ASRank,0,0,1,0.0006386,0.00060326,3.3553e-05,0,0,112346
C:\Users\Vibe\Documents\knapsack-4aco-cpp-tcc-master\data\jooken\dificil\n_800_c_100000000_g_6_f_0.1_eps_0.001_s_100\test.in,MMAS,0,0,1,0.0003672,0.00034552,1.73913e-05,0,0,212346
C:\Users\Vibe\Documents\knapsack-4aco-cpp-tcc-master\data\jooken\dificil\n_800_c_100000000_g_6_f_0.1_eps_0.001_s_100\test.in,ACS,0,0,1,0.0001046,0.000106765,1.68906e-06,0,0,312346
C:\Users\Vibe\Documents\knapsack-4aco-cpp-tcc-master\data\jooken\dificil\n_800_c_100000000_g_6_f_0.1_eps_0.001_s_200\test.in,AS,0,0,1,0.0003712,0.000369965,1.21095e-05,0,0,12346
C:\Users\Vibe\Documents\knapsack-4aco-cpp-tcc-master\data\jooken\dificil\n_800_c_100000000_g_6_f_0.1_eps_0.001_s_200\test.in,ASRank,0,0,1,0.0005711,0.000533995,2.84608e-05,0,0,112346
C:\Users\Vibe\Documents\knapsack-4aco-cpp-tcc-master\data\jooken\dificil\n_800_c_100000000_g_6_f_0.1_eps_0.001_s_200\test.in,MMAS,0,0,1,0.0003328,0.00032543,5.43973e-06,0,0,212346
C:\Users\Vibe\Documents\knapsack-4aco-cpp-tcc-master\data\jooken\dificil\n_800_c_100000000_g_6_f_0.1_eps_0.001_s_200\test.in,ACS,0,0,1,0.0001038,0.00011451,2.54937e-05,0,0,312346
C:\Users\Vibe\Documents\knapsack-4aco-cpp-tcc-master\data\jooken\dificil\n_800_c_100000000_g_6_f_0.1_eps_0.001_s_300\test.in,AS,0,0,1,0.0003599,0.000346215,8.35869e-06,0,0,12346
C:\Users\Vibe\Documents\knapsack-4aco-cpp-tcc-master\data\jooken\dificil\n_800_c_100000000_g_6_f_0.1_eps_0.001_s_300\test.in,ASRank,0,0,1,0.0005194,0.000515995,2.87299e-05,0,0,112346
C:\Users\Vibe\Documents\knapsack-4aco-cpp-tcc-master\data\jooken\dificil\n_800_c_100000000_g_6_f_0.1_eps_0.001_s_300\test.in,MMAS,0,0,1,0.0003231,0.000325035,8.82599e-06,0,0,212346
C:\Users\Vibe\Documents\knapsack-4aco-cpp-tcc-master\data\jooken\dificil\n_800_c_100000000_g_6_f_0.1_eps_0.001_s_300\test.in,ACS,0,0,1,0.0001085,0.00011168,1.20861e-05,0,0,312346
C:\Users\Vibe\Documents\knapsack-4aco-cpp-tcc-master\data\jooken\dificil\n_800_c_100000000_g_6_f_0.1_eps_0.01_s_100\test.in,AS,0,0,1,0.0003761,0.00034746,1.86906e-05,0,0,12346
C:\Users\Vibe\Documents\knapsack-4aco-cpp-tcc-master\data\jooken\dificil\n_800_c_100000000_g_6_f_0.1_eps_0.01_s_100\test.in,ASRank,0,0,1,0.0005153,0.00051113,2.08995e-05,0,0,112346
C:\Users\Vibe\Documents\knapsack-4aco-cpp-tcc-master\data\jooken\dificil\n_800_c_100000000_g_6_f_0.1_eps_0.01_s_100\test.in,MMAS,0,0,1,0.0003358,0.0003279,2.74607e-05,0,0,212346
C:\Users\Vibe\Documents\knapsack-4aco-cpp-tcc-master\data\jooken\dificil\n_800_c_100000000_g_6_f_0.1_eps_0.01_s_100\test.in,ACS,0,0,1,0.0001025,0.00010397,4.68964e-06,0,0,312346
C:\Users\Vibe\Documents\knapsack-4aco-cpp-tcc-master\data\jooken\dificil\n_800_c_100000000_g_6_f_0.1_eps_0.01_s_200\test.in,AS,0,0,1,0.0003927,0.00035937,1.41664e-05,0,0,12346
C:\Users\Vibe\Documents\knapsack-4aco-cpp-tcc-master\data\jooken\dificil\n_800_c_100000000_g_6_f_0.1_eps_0.01_s_200\test.in,ASRank,0,0,1,0.0006012,0.00057351,3.58993e-05,0,0,112346
C:\Users\Vibe\Documents\knapsack-4aco-cpp-tcc-master\data\jooken\dificil\n_800_c_100000000_g_6_f_0.1_eps_0.01_s_200\test.in,MMAS,0,0,1,0.0003297,0.000329885,1.98024e-06,0,0,212346
