instance,variant,run,seed,value,weight,feasible,seconds,items,batch
C:\Users\Vibe\Documents\knapsack-4aco-cpp-tcc-master\data\jooken\prepared\problemInstances\n_1000_c_10000000000_g_10_f_0.1_eps_0.0001_s_300\outp.txt,MMAS,19,212364,154,157,1,0.0635623,1 2,seed12345
C:\Users\Vibe\Documents\knapsack-4aco-cpp-tcc-master\data\jooken\prepared\problemInstances\n_1000_c_10000000000_g_10_f_0.1_eps_0.0001_s_300\outp.txt,MMAS,20,212365,154,157,1,0.0570409,1 2,seed12345
C:\Users\Vibe\Documents\knapsack-4aco-cpp-tcc-master\data\jooken\prepared\problemInstances\n_1000_c_10000000000_g_10_f_0.1_eps_0.0001_s_300\outp.txt,ACS,1,312346,154,157,1,0.0543934,1 2,seed12345
C:\Users\Vibe\Documents\knapsack-4aco-cpp-tcc-master\data\jooken\prepared\problemInstances\n_1000_c_10000000000_g_10_f_0.1_eps_0.0001_s_300\outp.txt,ACS,2,312347,154,157,1,0.054132,1 2,seed12345
C:\Users\Vibe\Documents\knapsack-4aco-cpp-tcc-master\data\jooken\prepared\problemInstances\n_1000_c_10000000000_g_10_f_0.1_eps_0.0001_s_300\outp.txt,ACS,3,312348,154,157,1,0.0540822,1 2,seed12345
C:\Users\Vibe\Documents\knapsack-4aco-cpp-tcc-master\data\jooken\prepared\problemInstances\n_1000_c_10000000000_g_10_f_0.1_eps_0.0001_s_300\outp.txt,ACS,4,312349,154,157,1,0.0541329,1 2,seed12345
C:\Users\Vibe\Documents\knapsack-4aco-cpp-tcc-master\data\jooken\prepared\problemInstances\n_1000_c_10000000000_g_10_f_0.1_eps_0.0001_s_300\outp.txt,ACS,5,312350,154,157,1,0.0543254,1 2,seed12345
C:\Users\Vibe\Documents\knapsack-4aco-cpp-tcc-master\data\jooken\prepared\problemInstances\n_1000_c_10000000000_g_10_f_0.1_eps_0.0001_s_300\outp.txt,ACS,6,312351,154,157,1,0.0544309,1 2,seed12345
C:\Users\Vibe\Documents\knapsack-4aco-cpp-tcc-master\data\jooken\prepared\problemInstances\n_1000_c_10000000000_g_10_f_0.1_eps_0.0001_s_300\outp.txt,ACS,7,312352,154,157,1,0.0533274,1 2,seed12345
C:\Users\Vibe\Documents\knapsack-4aco-cpp-tcc-master\data\jooken\prepared\problemInstances\n_1000_c_10000000000_g_10_f_0.1_eps_0.0001_s_300\outp.txt,ACS,8,312353,154,157,1,0.0546803,1 2,seed12345
C:\Users\Vibe\Documents\knapsack-4aco-cpp-tcc-master\data\jooken\prepared\problemInstances\n_1000_c_10000000000_g_10_f_0.1_eps_0.0001_s_300\outp.txt,ACS,9,312354,154,157,1,0.0541784,1 2,seed12345
C:\Users\Vibe\Documents\knapsack-4aco-cpp-tcc-master\data\jooken\prepared\problemInstances\n_1000_c_10000000000_g_10_f_0.1_eps_0.0001_s_300\outp.txt,ACS,10,312355,154,157,1,0.0541163,1 2,seed12345
C:\Users\Vibe\Documents\knapsack-4aco-cpp-tcc-master\data\jooken\prepared\problemInstances\n_1000_c_10000000000_g_10_f_0.1_eps_0.0001_s_300\outp.txt,ACS,11,312356,154,157,1,0.0542475,1 2,seed12345
C:\Users\Vibe\Documents\knapsack-4aco-cpp-tcc-master\data\jooken\prepared\problemInstances\n_1000_c_10000000000_g_10_f_0.1_eps_0.0001_s_300\outp.txt,ACS,12,312357,154,157,1,0.0563993,1 2,seed12345
C:\Users\Vibe\Documents\knapsack-4aco-cpp-tcc-master\data\jooken\prepared\problemInstances\n_1000_c_10000000000_g_10_f_0.1_eps_0.0001_s_300\outp.txt,ACS,13,312358,154,157,1,0.0539078,1 2,seed12345
C:\Users\Vibe\Documents\knapsack-4aco-cpp-tcc-master\data\jooken\prepared\problemInstances\n_1000_c_10000000000_g_10_f_0.1_eps_0.0001_s_300\outp.txt,ACS,14,312359,154,157,1,0.0542921,1 2,seed12345
C:\Users\Vibe\Documents\knapsack-4aco-cpp-tcc-master\data\jooken\prepared\problemInstances\n_1000_c_10000000000_g_10_f_0.1_eps_0.0001_s_300\outp.txt,ACS,15,312360,154,157,1,0.0506694,1 2,seed12345
C:\Users\Vibe\Documents\knapsack-4aco-cpp-tcc-master\data\jooken\prepared\problemInstances\n_1000_c_10000000000_g_10_f_0.1_eps_0.0001_s_300\outp.txt,ACS,16,312361,154,157,1,0.054315,1 2,seed12345
C:\Users\Vibe\Documents\knapsack-4aco-cpp-tcc-master\data\jooken\prepared\problemInstances\n_1000_c_10000000000_g_10_f_0.1_eps_0.0001_s_300\outp.txt,ACS,17,312362,154,157,1,0.0542103,1 2,seed12345
C:\Users\Vibe\Documents\knapsack-4aco-cpp-tcc-master\data\jooken\prepared\problemInstances\n_1000_c_10000000000_g_10_f_0.1_eps_0.0001_s_300\outp.txt,ACS,18,312363,154,157,1,0.0528676,1 2,seed12345
C:\Users\Vibe\Documents\knapsack-4aco-cpp-tcc-master\data\jooken\prepared\problemInstances\n_1000_c_10000000000_g_10_f_0.1_eps_0.0001_s_300\outp.txt,ACS,19,312364,154,157,1,0.0542218,1 2,seed12345
C:\Users\Vibe\Documents\knapsack-4aco-cpp-tcc-master\data\jooken\prepared\problemInstances\n_1000_c_10000000000_g_10_f_0.1_eps_0.0001_s_300\outp.txt,ACS,20,312365,154,157,1,0.0545617,1 2,seed12345
C:\Users\Vibe\Documents\knapsack-4aco-cpp-tcc-master\data\jooken\prepared\problemInstances\n_1000_c_10000000000_g_10_f_0.1_eps_0.0001_s_300\test.txt,AS,1,12346,1412065775,1412065461,1,0.0816604,2 3,seed12345
C:\Users\Vibe\Documents\knapsack-4aco-cpp-tcc-master\data\jooken\prepared\problemInstances\n_1000_c_10000000000_g_10_f_0.1_eps_0.0001_s_300\test.txt,AS,2,12347,1412065775,1412065461,1,0.0816378,2 3,seed12345
C:\Users\Vibe\Documents\knapsack-4aco-cpp-tcc-master\data\jooken\prepared\problemInstances\n_1000_c_10000000000_g_10_f_0.1_eps_0.0001_s_300\test.txt,AS,3,12348,1412065775,1412065461,1,0.0734194,2 3,seed12345
C:\Users\Vibe\Documents\knapsack-4aco-cpp-tcc-master\data\jooken\prepared\problemInstances\n_1000_c_10000000000_g_10_f_0.1_eps_0.0001_s_300\test.txt,AS,4,12349,1412065775,1412065461,1,0.0829247,2 3,seed12345
C:\Users\Vibe\Documents\knapsack-4aco-cpp-tcc-master\data\jooken\prepared\problemInstances\n_1000_c_10000000000_g_10_f_0.1_eps_0.0001_s_300\test.txt,AS,5,12350,1412065775,1412065461,1,0.081726,2 3,seed12345
C:\Users\Vibe\Documents\knapsack-4aco-cpp-tcc-master\data\jooken\prepared\problemInstances\n_1000_c_10000000000_g_10_f_0.1_eps_0.0001_s_300\test.txt,AS,6,12351,1412065775,1412065461,1,0.0833759,2 3,seed12345
C:\Users\Vibe\Documents\knapsack-4aco-cpp-tcc-master\data\jooken\prepared\problemInstances\n_1000_c_10000000000_g_10_f_0.1_eps_0.0001_s_300\test.txt,AS,7,12352,1412065775,1412065461,1,0.0821615,2 3,seed12345
C:\Users\Vibe\Documents\knapsack-4aco-cpp-tcc-master\data\jooken\prepared\problemInstances\n_1000_c_10000000000_g_10_f_0.1_eps_0.0001_s_300\test.txt,AS,8,12353,1412065775,1412065461,1,0.0814232,2 3,seed12345
C:\Users\Vibe\Documents\knapsack-4aco-cpp-tcc-master\data\jooken\prepared\problemInstances\n_1000_c_10000000000_g_10_f_0.1_eps_0.0001_s_300\test.txt,AS,9,12354,1412065775,1412065461,1,0.0818457,2 3,seed12345
C:\Users\Vibe\Documents\knapsack-4aco-cpp-tcc-master\data\jooken\prepared\problemInstances\n_1000_c_10000000000_g_10_f_0.1_eps_0.0001_s_300\test.txt,AS,10,12355,1412065775,1412065461,1,0.0810132,2 3,seed12345
C:\Users\Vibe\Documents\knapsack-4aco-cpp-tcc-master\data\jooken\prepared\problemInstances\n_1000_c_10000000000_g_10_f_0.1_eps_0.0001_s_300\test.txt,AS,11,12356,1412065775,1412065461,1,0.0814635,2 3,seed12345
C:\Users\Vibe\Documents\knapsack-4aco-cpp-tcc-master\data\jooken\prepared\problemInstances\n_1000_c_10000000000_g_10_f_0.1_eps_0.0001_s_300\test.txt,AS,12,12357,1412065775,1412065461,1,0.0816246,2 3,seed12345
C:\Users\Vibe\Documents\knapsack-4aco-cpp-tcc-master\data\jooken\prepared\problemInstances\n_1000_c_10000000000_g_10_f_0.1_eps_0.0001_s_300\test.txt,AS,13,12358,1412065775,1412065461,1,0.0818312,2 3,seed12345
C:\Users\Vibe\Documents\knapsack-4aco-cpp-tcc-master\data\jooken\prepared\problemInstances\n_1000_c_10000000000_g_10_f_0.1_eps_0.0001_s_300\test.txt,AS,14,12359,1412065775,1412065461,1,0.0816245,2 3,seed12345
C:\Users\Vibe\Documents\knapsack-4aco-cpp-tcc-master\data\jooken\prepared\problemInstances\n_1000_c_10000000000_g_10_f_0.1_eps_0.0001_s_300\test.txt,AS,15,12360,1412065775,1412065461,1,0.0818646,2 3,seed12345
C:\Users\Vibe\Documents\knapsack-4aco-cpp-tcc-master\data\jooken\prepared\problemInstances\n_1000_c_10000000000_g_10_f_0.1_eps_0.0001_s_300\test.txt,AS,16,12361,1412065775,1412065461,1,0.0817761,2 3,seed12345
C:\Users\Vibe\Documents\knapsack-4aco-cpp-tcc-master\data\jooken\prepared\problemInstances\n_1000_c_10000000000_g_10_f_0.1_eps_0.0001_s_300\test.txt,AS,17,12362,1412065775,1412065461,1,0.0801921,2 3,seed12345
C:\Users\Vibe\Documents\knapsack-4aco-cpp-tcc-master\data\jooken\prepared\problemInstances\n_1000_c_10000000000_g_10_f_0.1_eps_0.0001_s_300\test.txt,AS,18,12363,1412065775,1412065461,1,0.0816056,2 3,seed12345
C:\Users\Vibe\Documents\knapsack-4aco-cpp-tcc-master\data\jooken\prepared\problemInstances\n_1000_c_10000000000_g_10_f_0.1_eps_0.0001_s_300\test.txt,AS,19,12364,1412065775,1412065461,1,0.0797933,2 3,seed12345
C:\Users\Vibe\Documents\knapsack-4aco-cpp-tcc-master\data\jooken\prepared\problemInstances\n_1000_c_10000000000_g_10_f_0.1_eps_0.0001_s_300\test.txt,AS,20,12365,1412065775,1412065461,1,0.0817996,2 3,seed12345
C:\Users\Vibe\Documents\knapsack-4aco-cpp-tcc-master\data\jooken\prepared\problemInstances\n_1000_c_10000000000_g_10_f_0.1_eps_0.0001_s_300\test.txt,ASRank,1,112346,1412065775,1412065461,1,0.0820788,2 3,seed12345
C:\Users\Vibe\Documents\knapsack-4aco-cpp-tcc-master\data\jooken\prepared\problemInstances\n_1000_c_10000000000_g_10_f_0.1_eps_0.0001_s_300\test.txt,ASRank,2,112347,1412065775,1412065461,1,0.0823106,2 3,seed12345
C:\Users\Vibe\Documents\knapsack-4aco-cpp-tcc-master\data\jooken\prepared\problemInstances\n_1000_c_10000000000_g_10_f_0.1_eps_0.0001_s_300\test.txt,ASRank,3,112348,1412065775,1412065461,1,0.081266,2 3,seed12345
C:\Users\Vibe\Documents\knapsack-4aco-cpp-tcc-master\data\jooken\prepared\problemInstances\n_1000_c_10000000000_g_10_f_0.1_eps_0.0001_s_300\test.txt,ASRank,4,112349,1412065775,1412065461,1,0.0820842,2 3,seed12345
C:\Users\Vibe\Documents\knapsack-4aco-cpp-tcc-master\data\jooken\prepared\problemInstances\n_1000_c_10000000000_g_10_f_0.1_eps_0.0001_s_300\test.txt,ASRank,5,112350,1412065775,1412065461,1,0.0813288,2 3,seed12345
C:\Users\Vibe\Documents\knapsack-4aco-cpp-tcc-master\data\jooken\prepared\problemInstances\n_1000_c_10000000000_g_10_f_0.1_eps_0.0001_s_300\test.txt,ASRank,6,112351,1412065775,1412065461,1,0.082196,2 3,seed12345
C:\Users\Vibe\Documents\knapsack-4aco-cpp-tcc-master\data\jooken\prepared\problemInstances\n_1000_c_10000000000_g_10_f_0.1_eps_0.0001_s_300\test.txt,ASRank,7,112352,1412065775,1412065461,1,0.0822882,2 3,seed12345
C:\Users\Vibe\Documents\knapsack-4aco-cpp-tcc-master\data\jooken\prepared\problemInstances\n_1000_c_10000000000_g_10_f_0.1_eps_0.0001_s_300\test.txt,ASRank,8,112353,1412065775,1412065461,1,0.0761451,2 3,seed12345
C:\Users\Vibe\Documents\knapsack-4aco-cpp-tcc-master\data\jooken\prepared\problemInstances\n_1000_c_10000000000_g_10_f_0.1_eps_0.0001_s_300\test.txt,ASRank,9,112354,1412065775,1412065461,1,0.0822823,2 3,seed12345
C:\Users\Vibe\Documents\knapsack-4aco-cpp-tcc-master\data\jooken\prepared\problemInstances\n_1000_c_10000000000_g_10_f_0.1_eps_0.0001_s_300\test.txt,ASRank,10,112355,1412065775,1412065461,1,0.0823334,2 3,seed12345
C:\Users\Vibe\Documents\knapsack-4aco-cpp-tcc-master\data\jooken\prepared\problemInstances\n_1000_c_10000000000_g_10_f_0.1_eps_0.0001_s_300\test.txt,ASRank,11,112356,1412065775,1412065461,1,0.0821735,2 3,seed12345
C:\Users\Vibe\Documents\knapsack-4aco-cpp-tcc-master\data\jooken\prepared\problemInstances\n_1000_c_10000000000_g_10_f_0.1_eps_0.0001_s_300\test.txt,ASRank,12,112357,1412065775,1412065461,1,0.0810447,2 3,seed12345
C:\Users\Vibe\Documents\knapsack-4aco-cpp-tcc-master\data\jooken\prepared\problemInstances\n_1000_c_10000000000_g_10_f_0.1_eps_0.0001_s_300\test.txt,ASRank,13,112358,1412065775,1412065461,1,0.0820081,2 3,seed12345
C:\Users\Vibe\Documents\knapsack-4aco-cpp-tcc-master\data\jooken\prepared\problemInstances\n_1000_c_10000000000_g_10_f_0.1_eps_0.0001_s_300\test.txt,ASRank,14,112359,1412065775,1412065461,1,0.073529,2 3,seed12345
C:\Users\Vibe\Documents\knapsack-4aco-cpp-tcc-master\data\jooken\prepared\problemInstances\n_1000_c_10000000000_g_10_f_0.1_eps_0.0001_s_300\test.txt,ASRank,15,112360,1412065775,1412065461,1,0.0790711,2 3,seed12345
C:\Users\Vibe\Documents\knapsack-4aco-cpp-tcc-master\data\jooken\prepared\problemInstances\n_1000_c_10000000000_g_10_f_0.1_eps_0.0001_s_300\test.txt,ASRank,16,112361,1412065775,1412065461,1,0.0821581,2 3,seed12345
C:\Users\Vibe\Documents\knapsack-4aco-cpp-tcc-master\data\jooken\prepared\problemInstances\n_1000_c_10000000000_g_10_f_0.1_eps_0.0001_s_300\test.txt,ASRank,17,112362,1412065775,1412065461,1,0.082311,2 3,seed12345
C:\Users\Vibe\Documents\knapsack-4aco-cpp-tcc-master\data\jooken\prepared\problemInstances\n_1000_c_10000000000_g_10_f_0.1_eps_0.0001_s_300\test.txt,ASRank,18,112363,1412065775,1412065461,1,0.0817712,2 3,seed12345
C:\Users\Vibe\Documents\knapsack-4aco-cpp-tcc-master\data\jooken\prepared\problemInstances\n_1000_c_10000000000_g_10_f_0.1_eps_0.0001_s_300\test.txt,ASRank,19,112364,1412065775,1412065461,1,0.0840688,2 3,seed12345
C:\Users\Vibe\Documents\knapsack-4aco-cpp-tcc-master\data\jooken\prepared\problemInstances\n_1000_c_10000000000_g_10_f_0.1_eps_0.0001_s_300\test.txt,ASRank,20,112365,1412065775,1412065461,1,0.0765242,2 3,seed12345
C:\Users\Vibe\Documents\knapsack-4aco-cpp-tcc-master\data\jooken\prepared\problemInstances\n_1000_c_10000000000_g_10_f_0.1_eps_0.0001_s_300\test.txt,MMAS,1,212346,1412065775,1412065461,1,0.0813818,2 3,seed12345
C:\Users\Vibe\Documents\knapsack-4aco-cpp-tcc-master\data\jooken\prepared\problemInstances\n_1000_c_10000000000_g_10_f_0.1_eps_0.0001_s_300\test.txt,MMAS,2,212347,1412065775,1412065461,1,0.0817123,2 3,seed12345
C:\Users\Vibe\Documents\knapsack-4aco-cpp-tcc-master\data\jooken\prepared\problemInstances\n_1000_c_10000000000_g_10_f_0.1_eps_0.0001_s_300\test.txt,MMAS,3,212348,1412065775,1412065461,1,0.0820736,2 3,seed12345
C:\Users\Vibe\Documents\knapsack-4aco-cpp-tcc-master\data\jooken\prepared\problemInstances\n_1000_c_10000000000_g_10_f_0.1_eps_0.0001_s_300\test.txt,MMAS,4,212349,1412065775,1412065461,1,0.0826769,2 3,seed12345
C:\Users\Vibe\Documents\knapsack-4aco-cpp-tcc-master\data\jooken\prepared\problemInstances\n_1000_c_10000000000_g_10_f_0.1_eps_0.0001_s_300\test.txt,MMAS,5,212350,1412065775,1412065461,1,0.081796,2 3,seed12345
C:\Users\Vibe\Documents\knapsack-4aco-cpp-tcc-master\data\jooken\prepared\problemInstances\n_1000_c_10000000000_g_10_f_0.1_eps_0.0001_s_300\test.txt,MMAS,6,212351,1412065775,1412065461,1,0.079988,2 3,seed12345
C:\Users\Vibe\Documents\knapsack-4aco-cpp-tcc-master\data\jooken\prepared\problemInstances\n_1000_c_10000000000_g_10_f_0.1_eps_0.0001_s_300\test.txt,MMAS,7,212352,1412065775,1412065461,1,0.0823035,2 3,seed12345
C:\Users\Vibe\Documents\knapsack-4aco-cpp-tcc-master\data\jooken\prepared\problemInstances\n_1000_c_10000000000_g_10_f_0.1_eps_0.0001_s_300\test.txt,MMAS,8,212353,1412065775,1412065461,1,0.0828109,2 3,seed12345
C:\Users\Vibe\Documents\knapsack-4aco-cpp-tcc-master\data\jooken\prepared\problemInstances\n_1000_c_10000000000_g_10_f_0.1_eps_0.0001_s_300\test.txt,MMAS,9,212354,1412065775,1412065461,1,0.0798501,2 3,seed12345
C:\Users\Vibe\Documents\knapsack-4aco-cpp-tcc-master\data\jooken\prepared\problemInstances\n_1000_c_10000000000_g_10_f_0.1_eps_0.0001_s_300\test.txt,MMAS,10,212355,1412065775,1412065461,1,0.0821337,2 3,seed12345
C:\Users\Vibe\Documents\knapsack-4aco-cpp-tcc-master\data\jooken\prepared\problemInstances\n_1000_c_10000000000_g_10_f_0.1_eps_0.0001_s_300\test.txt,MMAS,11,212356,1412065775,1412065461,1,0.0816069,2 3,seed12345
C:\Users\Vibe\Documents\knapsack-4aco-cpp-tcc-master\data\jooken\prepared\problemInstances\n_1000_c_10000000000_g_10_f_0.1_eps_0.0001_s_300\test.txt,MMAS,12,212357,1412065775,1412065461,1,0.0800309,2 3,seed12345
C:\Users\Vibe\Documents\knapsack-4aco-cpp-tcc-master\data\jooken\prepared\problemInstances\n_1000_c_10000000000_g_10_f_0.1_eps_0.0001_s_300\test.txt,MMAS,13,212358,1412065775,1412065461,1,0.0744911,2 3,seed12345
C:\Users\Vibe\Documents\knapsack-4aco-cpp-tcc-master\data\jooken\prepared\problemInstances\n_1000_c_10000000000_g_10_f_0.1_eps_0.0001_s_300\test.txt,MMAS,14,212359,1412065775,1412065461,1,0.0800779,2 3,seed12345
C:\Users\Vibe\Documents\knapsack-4aco-cpp-tcc-master\data\jooken\prepared\problemInstances\n_1000_c_10000000000_g_10_f_0.1_eps_0.0001_s_300\test.txt,MMAS,15,212360,1412065775,1412065461,1,0.0813541,2 3,seed12345
C:\Users\Vibe\Documents\knapsack-4aco-cpp-tcc-master\data\jooken\prepared\problemInstances\n_1000_c_10000000000_g_10_f_0.1_eps_0.0001_s_300\test.txt,MMAS,16,212361,1412065775,1412065461,1,0.0817136,2 3,seed12345
C:\Users\Vibe\Documents\knapsack-4aco-cpp-tcc-master\data\jooken\prepared\problemInstances\n_1000_c_10000000000_g_10_f_0.1_eps_0.0001_s_300\test.txt,MMAS,17,212362,1412065775,1412065461,1,0.081651,2 3,seed12345
C:\Users\Vibe\Documents\knapsack-4aco-cpp-tcc-master\data\jooken\prepared\problemInstances\n_1000_c_10000000000_g_10_f_0.1_eps_0.0001_s_300\test.txt,MMAS,18,212363,1412065775,1412065461,1,0.0814657,2 3,seed12345
C:\Users\Vibe\Documents\knapsack-4aco-cpp-tcc-master\data\jooken\prepared\problemInstances\n_1000_c_10000000000_g_10_f_0.1_eps_0.0001_s_300\test.txt,MMAS,19,212364,1412065775,1412065461,1,0.0813058,2 3,seed12345
C:\Users\Vibe\Documents\knapsack-4aco-cpp-tcc-master\data\jooken\prepared\problemInstances\n_1000_c_10000000000_g_10_f_0.1_eps_0.0001_s_300\test.txt,MMAS,20,212365,1412065775,1412065461,1,0.0816131,2 3,seed12345
C:\Users\Vibe\Documents\knapsack-4aco-cpp-tcc-master\data\jooken\prepared\problemInstances\n_1000_c_10000000000_g_10_f_0.1_eps_0.0001_s_300\test.txt,ACS,1,312346,1412065775,1412065461,1,0.0704269,2 3,seed12345
C:\Users\Vibe\Documents\knapsack-4aco-cpp-tcc-master\data\jooken\prepared\problemInstances\n_1000_c_10000000000_g_10_f_0.1_eps_0.0001_s_300\test.txt,ACS,2,312347,1412065775,1412065461,1,0.0714762,2 3,seed12345
C:\Users\Vibe\Documents\knapsack-4aco-cpp-tcc-master\data\jooken\prepared\problemInstances\n_1000_c_10000000000_g_10_f_0.1_eps_0.0001_s_300\test.txt,ACS,3,312348,1412065775,1412065461,1,0.071248,2 3,seed12345
C:\Users\Vibe\Documents\knapsack-4aco-cpp-tcc-master\data\jooken\prepared\problemInstances\n_1000_c_10000000000_g_10_f_0.1_eps_0.0001_s_300\test.txt,ACS,4,312349,1412065775,1412065461,1,0.0689659,2 3,seed12345
C:\Users\Vibe\Documents\knapsack-4aco-cpp-tcc-master\data\jooken\prepared\problemInstances\n_1000_c_10000000000_g_10_f_0.1_eps_0.0001_s_300\test.txt,ACS,5,312350,1412065775,1412065461,1,0.0715665,2 3,seed12345
C:\Users\Vibe\Documents\knapsack-4aco-cpp-tcc-master\data\jooken\prepared\problemInstances\n_1000_c_10000000000_g_10_f_0.1_eps_0.0001_s_300\test.txt,ACS,6,312351,1412065775,1412065461,1,0.0709954,2 3,seed12345
C:\Users\Vibe\Documents\knapsack-4aco-cpp-tcc-master\data\jooken\prepared\problemInstances\n_1000_c_10000000000_g_10_f_0.1_eps_0.0001_s_300\test.txt,ACS,7,312352,1412065775,1412065461,1,0.0704283,2 3,seed12345
C:\Users\Vibe\Documents\knapsack-4aco-cpp-tcc-master\data\jooken\prepared\problemInstances\n_1000_c_10000000000_g_10_f_0.1_eps_0.0001_s_300\test.txt,ACS,8,312353,1412065775,1412065461,1,0.0719004,2 3,seed12345
C:\Users\Vibe\Documents\knapsack-4aco-cpp-tcc-master\data\jooken\prepared\problemInstances\n_1000_c_10000000000_g_10_f_0.1_eps_0.0001_s_300\test.txt,ACS,9,312354,1412065775,1412065461,1,0.0715975,2 3,seed12345
C:\Users\Vibe\Documents\knapsack-4aco-cpp-tcc-master\data\jooken\prepared\problemInstances\n_1000_c_10000000000_g_10_f_0.1_eps_0.0001_s_300\test.txt,ACS,10,312355,1412065775,1412065461,1,0.0714964,2 3,seed12345
C:\Users\Vibe\Documents\knapsack-4aco-cpp-tcc-master\data\jooken\prepared\problemInstances\n_1000_c_10000000000_g_10_f_0.1_eps_0.0001_s_300\test.txt,ACS,11,312356,1412065775,1412065461,1,0.0714038,2 3,seed12345
C:\Users\Vibe\Documents\knapsack-4aco-cpp-tcc-master\data\jooken\prepared\problemInstances\n_1000_c_10000000000_g_10_f_0.1_eps_0.0001_s_300\test.txt,ACS,12,312357,1412065775,1412065461,1,0.0715214,2 3,seed12345
C:\Users\Vibe\Documents\knapsack-4aco-cpp-tcc-master\data\jooken\prepared\problemInstances\n_1000_c_10000000000_g_10_f_0.1_eps_0.0001_s_300\test.txt,ACS,13,312358,1412065775,1412065461,1,0.0714777,2 3,seed12345
C:\Users\Vibe\Documents\knapsack-4aco-cpp-tcc-master\data\jooken\prepared\problemInstances\n_1000_c_10000000000_g_10_f_0.1_eps_0.0001_s_300\test.txt,ACS,14,312359,1412065775,1412065461,1,0.0713154,2 3,seed12345
C:\Users\Vibe\Documents\knapsack-4aco-cpp-tcc-master\data\jooken\prepared\problemInstances\n_1000_c_10000000000_g_10_f_0.1_eps_0.0001_s_300\test.txt,ACS,15,312360,1412065775,1412065461,1,0.0714711,2 3,seed12345
C:\Users\Vibe\Documents\knapsack-4aco-cpp-tcc-master\data\jooken\prepared\problemInstances\n_1000_c_10000000000_g_10_f_0.1_eps_0.0001_s_300\test.txt,ACS,16,312361,1412065775,1412065461,1,0.0713479,2 3,seed12345
C:\Users\Vibe\Documents\knapsack-4aco-cpp-tcc-master\data\jooken\prepared\problemInstances\n_1000_c_10000000000_g_10_f_0.1_eps_0.0001_s_300\test.txt,ACS,17,312362,1412065775,1412065461,1,0.071852,2 3,seed12345
C:\Users\Vibe\Documents\knapsack-4aco-cpp-tcc-master\data\jooken\prepared\problemInstances\n_1000_c_10000000000_g_10_f_0.1_eps_0.0001_s_300\test.txt,ACS,18,312363,1412065775,1412065461,1,0.0715061,2 3,seed12345
C:\Users\Vibe\Documents\knapsack-4aco-cpp-tcc-master\data\jooken\prepared\problemInstances\n_1000_c_10000000000_g_10_f_0.1_eps_0.0001_s_300\test.txt,ACS,19,312364,1412065775,1412065461,1,0.071571,2 3,seed12345
C:\Users\Vibe\Documents\knapsack-4aco-cpp-tcc-master\data\jooken\prepared\problemInstances\n_1000_c_10000000000_g_10_f_0.1_eps_0.0001_s_300\test.txt,ACS,20,312365,1412065775,1412065461,1,0.0615343,2 3,seed12345
C:\Users\Vibe\Documents\knapsack-4aco-cpp-tcc-master\data\jooken\prepared\problemInstances\n_1000_c_10000000000_g_10_f_0.1_eps_0.001_s_100\test.txt,AS,1,12346,1430065574,1430065470,1,0.0768823,2 3,seed12345
C:\Users\Vibe\Documents\knapsack-4aco-cpp-tcc-master\data\jooken\prepared\problemInstances\n_1000_c_10000000000_g_10_f_0.1_eps_0.001_s_100\test.txt,AS,2,12347,1430065574,1430065470,1,0.0759153,2 3,seed12345
C:\Users\Vibe\Documents\knapsack-4aco-cpp-tcc-master\data\jooken\prepared\problemInstances\n_1000_c_10000000000_g_10_f_0.1_eps_0.001_s_100\test.txt,AS,3,12348,1430065574,1430065470,1,0.0759192,2 3,seed12345
C:\Users\Vibe\Documents\knapsack-4aco-cpp-tcc-master\data\jooken\prepared\problemInstances\n_1000_c_10000000000_g_10_f_0.1_eps_0.001_s_100\test.txt,AS,4,12349,1430065574,1430065470,1,0.0758175,2 3,seed12345
C:\Users\Vibe\Documents\knapsack-4aco-cpp-tcc-master\data\jooken\prepared\problemInstances\n_1000_c_10000000000_g_10_f_0.1_eps_0.001_s_100\test.txt,AS,5,12350,1430065574,1430065470,1,0.0760336,2 3,seed12345
C:\Users\Vibe\Documents\knapsack-4aco-cpp-tcc-master\data\jooken\prepared\problemInstances\n_1000_c_10000000000_g_10_f_0.1_eps_0.001_s_100\test.txt,AS,6,12351,1430065574,1430065470,1,0.0763455,2 3,seed12345
C:\Users\Vibe\Documents\knapsack-4aco-cpp-tcc-master\data\jooken\prepared\problemInstances\n_1000_c_10000000000_g_10_f_0.1_eps_0.001_s_100\test.txt,AS,7,12352,1430065574,1430065470,1,0.0760567,2 3,seed12345
C:\Users\Vibe\Documents\knapsack-4aco-cpp-tcc-master\data\jooken\prepared\problemInstances\n_1000_c_10000000000_g_10_f_0.1_eps_0.001_s_100\test.txt,AS,8,12353,1430065574,1430065470,1,0.0842554,2 3,seed12345
C:\Users\Vibe\Documents\knapsack-4aco-cpp-tcc-master\data\jooken\prepared\problemInstances\n_1000_c_10000000000_g_10_f_0.1_eps_0.001_s_100\test.txt,AS,9,12354,1430065574,1430065470,1,0.187081,2 3,seed12345
C:\Users\Vibe\Documents\knapsack-4aco-cpp-tcc-master\data\jooken\prepared\problemInstances\n_1000_c_10000000000_g_10_f_0.1_eps_0.001_s_100\test.txt,AS,10,12355,1430065574,1430065470,1,0.148104,2 3,seed12345
